Coord1,Coord2,Coord3,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Weight,Acceleration,Off-road Traction,4021,Metal Mario,Pipe Frame,Roller,Peach Parasol,12.0,15.0,13.0,9.0,15.0,9.0,14.0,10.0,13.0,13.0,12.0,11.0,11.0
Weight,Acceleration,Off-road Traction,4022,Metal Mario,Biddybuggy,Roller,Wario Wing,12.0,15.0,11.0,9.0,15.0,9.0,12.0,11.0,14.0,13.0,12.0,12.0,12.0
Weight,Acceleration,Off-road Traction,245,Rosalina,Landship,Monster,Peach Parasol,12.0,11.0,14.0,16.0,12.0,10.0,14.0,10.0,11.0,8.0,10.0,5.0,9.0
Weight,Acceleration,Off-road Traction,1172,Toad,Tanooki Kart,Monster,Wario Wing,12.0,9.0,12.0,18.0,9.0,8.0,9.0,9.0,9.0,12.0,13.0,10.0,12.0
Weight,Acceleration,Off-road Traction,409,Rosalina,Landship,Monster,Super Glider,12.0,10.0,13.0,17.0,11.0,11.0,15.0,9.0,12.0,8.0,9.0,6.0,8.0
Weight,Acceleration,Off-road Traction,3920,Metal Mario,Landship,Sponge,Peach Parasol,12.0,13.0,12.0,13.0,13.0,10.0,14.0,10.0,15.0,10.0,10.0,7.0,11.0
Weight,Acceleration,Off-road Traction,3950,Metal Mario,Landship,Standard,Peach Parasol,13.0,13.0,12.0,12.0,12.0,11.0,16.0,11.0,14.0,11.0,12.0,8.0,11.0
Weight,Acceleration,Off-road Traction,4020,Metal Mario,Biddybuggy,Standard,Peach Parasol,13.0,14.0,13.0,10.0,13.0,10.0,12.0,13.0,13.0,12.0,11.0,11.0,12.0
Weight,Acceleration,Off-road Traction,488,Rosalina,Landship,Monster,Wario Wing,13.0,10.0,14.0,16.0,11.0,11.0,14.0,10.0,12.0,8.0,10.0,5.0,8.0
Weight,Acceleration,Off-road Traction,3948,Metal Mario,Biddybuggy,Off-Road,Cloud Glider,13.0,13.0,13.0,12.0,11.0,11.0,14.0,13.0,11.0,10.0,8.0,11.0,11.0
Weight,Acceleration,Off-road Traction,1378,Mario,Tanooki Kart,Monster,Cloud Glider,13.0,8.0,12.0,17.0,9.0,10.0,13.0,12.0,11.0,9.0,9.0,8.0,10.0
Weight,Acceleration,Off-road Traction,1398,Peach,Tanooki Kart,Monster,Wario Wing,13.0,8.0,12.0,17.0,9.0,10.0,11.0,11.0,11.0,10.0,11.0,8.0,10.0
Weight,Acceleration,Off-road Traction,1464,Rosalina,Tanooki Kart,Off-Road,Cloud Glider,13.0,8.0,17.0,17.0,8.0,12.0,16.0,13.0,12.0,9.0,8.0,9.0,10.0
Weight,Acceleration,Off-road Traction,3836,Metal Mario,Landship,Off-Road,Cloud Glider,13.0,12.0,12.0,14.0,10.0,12.0,18.0,11.0,12.0,9.0,9.0,8.0,10.0
Weight,Acceleration,Off-road Traction,4009,Metal Mario,Biddybuggy,Off-Road,Peach Parasol,14.0,13.0,14.0,11.0,11.0,11.0,13.0,13.0,11.0,10.0,9.0,10.0,11.0
Weight,Acceleration,Off-road Traction,1974,Rosalina,Tanooki Kart,Off-Road,Peach Parasol,14.0,8.0,18.0,16.0,8.0,12.0,15.0,13.0,12.0,9.0,9.0,8.0,10.0
Weight,Acceleration,Off-road Traction,3870,Metal Mario,Biddybuggy,Monster,Cloud Glider,14.0,12.0,13.0,13.0,12.0,10.0,12.0,13.0,11.0,9.0,8.0,9.0,10.0
Weight,Acceleration,Off-road Traction,3873,Metal Mario,Landship,Off-Road,Peach Parasol,14.0,12.0,13.0,13.0,10.0,12.0,17.0,11.0,12.0,9.0,10.0,7.0,10.0
Weight,Acceleration,Off-road Traction,1903,Mario,Tanooki Kart,Monster,Peach Parasol,14.0,8.0,13.0,16.0,9.0,10.0,12.0,12.0,11.0,9.0,10.0,7.0,10.0
Weight,Acceleration,Off-road Traction,3802,Metal Mario,Landship,Monster,Cloud Glider,14.0,11.0,12.0,15.0,11.0,11.0,16.0,11.0,12.0,8.0,9.0,6.0,9.0
Weight,Acceleration,Off-road Traction,1565,Rosalina,Tanooki Kart,Monster,Cloud Glider,14.0,7.0,17.0,18.0,9.0,11.0,14.0,13.0,12.0,8.0,8.0,7.0,9.0
Weight,Acceleration,Off-road Traction,2179,Rosalina,Tanooki Kart,Monster,Peach Parasol,15.0,7.0,18.0,17.0,9.0,11.0,13.0,13.0,12.0,8.0,9.0,6.0,9.0
Weight,Acceleration,Off-road Traction,3671,Metal Mario,Landship,Monster,Super Glider,15.0,10.0,12.0,15.0,10.0,12.0,16.0,10.0,13.0,8.0,9.0,6.0,8.0
Weight,Acceleration,Off-road Traction,2046,Rosalina,Tanooki Kart,Monster,Super Glider,15.0,6.0,17.0,18.0,8.0,12.0,14.0,12.0,13.0,8.0,8.0,7.0,8.0
Weight,Acceleration,Off-road Traction,3854,Metal Mario,Landship,Monster,Peach Parasol,15.0,11.0,13.0,14.0,11.0,11.0,15.0,11.0,12.0,8.0,10.0,5.0,9.0
Weight,Acceleration,Off-road Traction,4004,Metal Mario,Biddybuggy,Monster,Peach Parasol,15.0,12.0,14.0,12.0,12.0,10.0,11.0,13.0,11.0,9.0,9.0,8.0,10.0
Weight,Acceleration,Off-road Traction,2104,Rosalina,Tanooki Kart,Monster,Wario Wing,16.0,6.0,18.0,17.0,8.0,12.0,13.0,13.0,13.0,8.0,9.0,6.0,8.0
Weight,Acceleration,Off-road Traction,3895,Metal Mario,Landship,Monster,Wario Wing,16.0,10.0,13.0,14.0,10.0,12.0,15.0,11.0,13.0,8.0,10.0,5.0,8.0
Weight,Acceleration,Off-road Traction,4017,Metal Mario,Biddybuggy,Monster,Wario Wing,16.0,11.0,14.0,12.0,11.0,11.0,11.0,13.0,12.0,9.0,9.0,8.0,9.0
Weight,Acceleration,Off-road Traction,3743,Metal Mario,Tanooki Kart,Off-Road,Cloud Glider,16.0,8.0,16.0,15.0,7.0,13.0,17.0,14.0,13.0,9.0,8.0,9.0,10.0
Weight,Acceleration,Off-road Traction,4013,Metal Mario,Pipe Frame,Monster,Peach Parasol,16.0,11.0,16.0,12.0,11.0,11.0,13.0,12.0,11.0,9.0,9.0,7.0,8.0
Weight,Acceleration,Off-road Traction,3769,Metal Mario,Tanooki Kart,Off-Road,Peach Parasol,17.0,8.0,17.0,14.0,7.0,13.0,16.0,14.0,13.0,9.0,9.0,8.0,10.0
Weight,Acceleration,Off-road Traction,3883,Metal Mario,Standard Bike,Monster,Wario Wing,17.0,9.0,16.0,13.0,9.0,13.0,12.0,15.0,14.0,8.0,8.0,7.0,8.0
Weight,Acceleration,Off-road Traction,3702,Metal Mario,Tanooki Kart,Monster,Cloud Glider,17.0,7.0,16.0,16.0,8.0,12.0,15.0,14.0,13.0,8.0,8.0,7.0,9.0
Weight,Acceleration,Off-road Traction,4010,Metal Mario,Pipe Frame,Monster,Wario Wing,17.0,10.0,16.0,12.0,10.0,12.0,13.0,12.0,12.0,9.0,9.0,7.0,7.0
Weight,Acceleration,Off-road Traction,3752,Metal Mario,Tanooki Kart,Monster,Peach Parasol,18.0,7.0,17.0,15.0,8.0,12.0,14.0,14.0,13.0,8.0,9.0,6.0,9.0
Weight,Acceleration,Off-road Traction,3988,Metal Mario,Mach 8,Monster,Peach Parasol,18.0,8.0,15.0,12.0,9.0,13.0,13.0,16.0,14.0,6.0,7.0,7.0,8.0
Weight,Acceleration,Off-road Traction,4025,Metal Mario,Cat Cruiser,Monster,Wario Wing,18.0,9.0,17.0,11.0,9.0,13.0,12.0,14.0,15.0,8.0,7.0,6.0,9.0
Weight,Acceleration,Off-road Traction,3979,Metal Mario,Tanooki Kart,Monster,Super Glider,18.0,6.0,16.0,16.0,7.0,13.0,15.0,13.0,14.0,8.0,8.0,7.0,8.0
Weight,Acceleration,Off-road Traction,4023,Metal Mario,Mach 8,Monster,Wario Wing,19.0,7.0,15.0,12.0,8.0,14.0,13.0,16.0,15.0,6.0,7.0,7.0,7.0
Weight,Acceleration,Off-road Traction,3983,Metal Mario,Tanooki Kart,Monster,Wario Wing,19.0,6.0,17.0,15.0,7.0,13.0,14.0,14.0,14.0,8.0,9.0,6.0,8.0
Weight,Acceleration,Off-road Traction,3985,Metal Mario,Badwagon,Monster,Wario Wing,20.0,4.0,15.0,13.0,4.0,16.0,12.0,14.0,12.0,4.0,6.0,4.0,5.0
Weight,Acceleration,Off-road Traction,4024,Metal Mario,Steel Driver,Monster,Wario Wing,20.0,5.0,14.0,11.0,6.0,15.0,15.0,13.0,11.0,5.0,10.0,4.0,6.0
Weight,Acceleration,Mini-Turbo,45,Baby Rosalina,Biddybuggy,Roller,Peach Parasol,1.0,20.0,7.0,11.0,20.0,0.0,4.0,3.0,5.0,19.0,18.0,18.0,19.0
Weight,Acceleration,Mini-Turbo,17,Toadette,Biddybuggy,Roller,Peach Parasol,3.0,20.0,7.0,10.0,19.0,2.0,6.0,5.0,7.0,17.0,16.0,16.0,17.0
Weight,Acceleration,Mini-Turbo,13,Toad,Biddybuggy,Roller,Peach Parasol,4.0,19.0,6.0,12.0,18.0,3.0,7.0,6.0,8.0,17.0,16.0,16.0,17.0
Weight,Acceleration,Mini-Turbo,14,Toadette,Pipe Frame,Roller,Peach Parasol,4.0,19.0,9.0,10.0,18.0,3.0,8.0,4.0,7.0,17.0,16.0,15.0,15.0
Weight,Acceleration,Mini-Turbo,15,Toadette,Biddybuggy,Roller,Wario Wing,4.0,19.0,7.0,10.0,18.0,3.0,6.0,5.0,8.0,17.0,16.0,16.0,16.0
Weight,Acceleration,Mini-Turbo,16,Cat Peach,Biddybuggy,Roller,Peach Parasol,4.0,19.0,5.0,11.0,18.0,4.0,8.0,7.0,9.0,16.0,15.0,15.0,16.0
Weight,Acceleration,Mini-Turbo,46,Tanooki Mario,Biddybuggy,Roller,Peach Parasol,6.0,18.0,10.0,9.0,18.0,5.0,9.0,8.0,10.0,15.0,14.0,14.0,15.0
Weight,Acceleration,Mini-Turbo,9,Mario,Biddybuggy,Roller,Peach Parasol,7.0,17.0,7.0,10.0,17.0,6.0,10.0,9.0,11.0,14.0,13.0,13.0,14.0
Weight,Acceleration,Mini-Turbo,10,Luigi,Biddybuggy,Roller,Peach Parasol,7.0,17.0,8.0,9.0,17.0,6.0,10.0,9.0,11.0,15.0,14.0,14.0,15.0
Weight,Acceleration,Mini-Turbo,11,Tanooki Mario,Pipe Frame,Roller,Peach Parasol,7.0,17.0,12.0,9.0,17.0,6.0,11.0,7.0,10.0,15.0,14.0,13.0,13.0
Weight,Acceleration,Mini-Turbo,12,Tanooki Mario,Biddybuggy,Roller,Wario Wing,7.0,17.0,10.0,9.0,17.0,6.0,9.0,8.0,11.0,15.0,14.0,14.0,14.0
Weight,Acceleration,Mini-Turbo,5,Rosalina,Biddybuggy,Roller,Peach Parasol,8.0,16.0,12.0,11.0,17.0,7.0,11.0,10.0,12.0,13.0,12.0,12.0,13.0
Weight,Acceleration,Mini-Turbo,43,Metal Mario,Biddybuggy,Roller,Peach Parasol,11.0,16.0,11.0,9.0,16.0,8.0,12.0,11.0,13.0,13.0,12.0,12.0,13.0
Weight,Acceleration,Mini-Turbo,38,Metal Mario,Pipe Frame,Roller,Peach Parasol,12.0,15.0,13.0,9.0,15.0,9.0,14.0,10.0,13.0,13.0,12.0,11.0,11.0
Weight,Acceleration,Mini-Turbo,39,Metal Mario,Biddybuggy,Roller,Wario Wing,12.0,15.0,11.0,9.0,15.0,9.0,12.0,11.0,14.0,13.0,12.0,12.0,12.0
Weight,Acceleration,Mini-Turbo,35,Metal Mario,Pipe Frame,Roller,Wario Wing,13.0,14.0,13.0,9.0,14.0,10.0,14.0,10.0,14.0,13.0,12.0,11.0,10.0
Weight,Acceleration,Mini-Turbo,36,Metal Mario,Cat Cruiser,Roller,Peach Parasol,13.0,14.0,14.0,8.0,14.0,10.0,13.0,12.0,16.0,12.0,10.0,10.0,13.0
Weight,Acceleration,Mini-Turbo,24,Metal Mario,Cat Cruiser,Roller,Wario Wing,14.0,13.0,14.0,8.0,13.0,11.0,13.0,12.0,17.0,12.0,10.0,10.0,12.0
Weight,Acceleration,Mini-Turbo,21,Metal Mario,Biddybuggy,Monster,Peach Parasol,15.0,12.0,14.0,12.0,12.0,10.0,11.0,13.0,11.0,9.0,9.0,8.0,10.0
Weight,Acceleration,Mini-Turbo,30,Metal Mario,Pipe Frame,Monster,Peach Parasol,16.0,11.0,16.0,12.0,11.0,11.0,13.0,12.0,11.0,9.0,9.0,7.0,8.0
Weight,Acceleration,Mini-Turbo,34,Metal Mario,Biddybuggy,Monster,Wario Wing,16.0,11.0,14.0,12.0,11.0,11.0,11.0,13.0,12.0,9.0,9.0,8.0,9.0
Weight,Acceleration,Mini-Turbo,28,Metal Mario,Cat Cruiser,Monster,Peach Parasol,17.0,10.0,17.0,11.0,10.0,12.0,12.0,14.0,14.0,8.0,7.0,6.0,10.0
Weight,Acceleration,Mini-Turbo,27,Metal Mario,Pipe Frame,Monster,Wario Wing,17.0,10.0,16.0,12.0,10.0,12.0,13.0,12.0,12.0,9.0,9.0,7.0,7.0
Weight,Acceleration,Mini-Turbo,42,Metal Mario,Cat Cruiser,Monster,Wario Wing,18.0,9.0,17.0,11.0,9.0,13.0,12.0,14.0,15.0,8.0,7.0,6.0,9.0
Weight,Acceleration,Mini-Turbo,40,Metal Mario,Mach 8,Monster,Wario Wing,19.0,7.0,15.0,12.0,8.0,14.0,13.0,16.0,15.0,6.0,7.0,7.0,7.0
Weight,Acceleration,Mini-Turbo,41,Metal Mario,Steel Driver,Monster,Wario Wing,20.0,5.0,14.0,11.0,6.0,15.0,15.0,13.0,11.0,5.0,10.0,4.0,6.0
Weight,Acceleration,Ground Speed,85,Toadette,Biddybuggy,Roller,Peach Parasol,3.0,20.0,7.0,10.0,19.0,2.0,6.0,5.0,7.0,17.0,16.0,16.0,17.0
Weight,Acceleration,Ground Speed,84,Cat Peach,Biddybuggy,Roller,Peach Parasol,4.0,19.0,5.0,11.0,18.0,4.0,8.0,7.0,9.0,16.0,15.0,15.0,16.0
Weight,Acceleration,Ground Speed,340,Tanooki Mario,Biddybuggy,Roller,Peach Parasol,6.0,18.0,10.0,9.0,18.0,5.0,9.0,8.0,10.0,15.0,14.0,14.0,15.0
Weight,Acceleration,Ground Speed,77,Mario,Biddybuggy,Roller,Peach Parasol,7.0,17.0,7.0,10.0,17.0,6.0,10.0,9.0,11.0,14.0,13.0,13.0,14.0
Weight,Acceleration,Ground Speed,78,Luigi,Biddybuggy,Roller,Peach Parasol,7.0,17.0,8.0,9.0,17.0,6.0,10.0,9.0,11.0,15.0,14.0,14.0,15.0
Weight,Acceleration,Ground Speed,79,Tanooki Mario,Pipe Frame,Roller,Peach Parasol,7.0,17.0,12.0,9.0,17.0,6.0,11.0,7.0,10.0,15.0,14.0,13.0,13.0
Weight,Acceleration,Ground Speed,80,Tanooki Mario,Biddybuggy,Roller,Wario Wing,7.0,17.0,10.0,9.0,17.0,6.0,9.0,8.0,11.0,15.0,14.0,14.0,14.0
Weight,Acceleration,Ground Speed,313,Donkey Kong,Biddybuggy,Roller,Peach Parasol,9.0,16.0,13.0,8.0,16.0,9.0,13.0,12.0,14.0,12.0,11.0,11.0,12.0
Weight,Acceleration,Ground Speed,308,Bowser,Biddybuggy,Roller,Peach Parasol,11.0,15.0,9.0,8.0,15.0,10.0,14.0,13.0,15.0,10.0,9.0,9.0,10.0
Weight,Acceleration,Ground Speed,339,Metal Mario,Biddybuggy,Roller,Peach Parasol,11.0,16.0,11.0,9.0,16.0,8.0,12.0,11.0,13.0,13.0,12.0,12.0,13.0
Weight,Acceleration,Ground Speed,243,Bowser,Pipe Frame,Roller,Peach Parasol,12.0,14.0,11.0,8.0,14.0,11.0,16.0,12.0,15.0,10.0,9.0,8.0,8.0
Weight,Acceleration,Ground Speed,244,Bowser,Biddybuggy,Roller,Wario Wing,12.0,14.0,9.0,8.0,14.0,11.0,14.0,13.0,16.0,10.0,9.0,9.0,9.0
Weight,Acceleration,Ground Speed,335,Metal Mario,Biddybuggy,Roller,Wario Wing,12.0,15.0,11.0,9.0,15.0,9.0,12.0,11.0,14.0,13.0,12.0,12.0,12.0
Weight,Acceleration,Ground Speed,334,Metal Mario,Pipe Frame,Roller,Peach Parasol,12.0,15.0,13.0,9.0,15.0,9.0,14.0,10.0,13.0,13.0,12.0,11.0,11.0
Weight,Acceleration,Ground Speed,332,Metal Mario,Cat Cruiser,Roller,Peach Parasol,13.0,14.0,14.0,8.0,14.0,10.0,13.0,12.0,16.0,12.0,10.0,10.0,13.0
Weight,Acceleration,Ground Speed,331,Metal Mario,Pipe Frame,Roller,Wario Wing,13.0,14.0,13.0,9.0,14.0,10.0,14.0,10.0,14.0,13.0,12.0,11.0,10.0
Weight,Acceleration,Ground Speed,231,Bowser,Biddybuggy,Standard,Peach Parasol,13.0,13.0,11.0,9.0,12.0,12.0,14.0,15.0,15.0,9.0,8.0,8.0,9.0
Weight,Acceleration,Ground Speed,230,Bowser,Cat Cruiser,Roller,Peach Parasol,13.0,13.0,12.0,7.0,13.0,12.0,15.0,14.0,18.0,9.0,7.0,7.0,10.0
Weight,Acceleration,Ground Speed,229,Bowser,Pipe Frame,Roller,Wario Wing,13.0,13.0,11.0,8.0,13.0,12.0,16.0,12.0,16.0,10.0,9.0,8.0,7.0
Weight,Acceleration,Ground Speed,333,Metal Mario,Biddybuggy,Standard,Peach Parasol,13.0,14.0,13.0,10.0,13.0,10.0,12.0,13.0,13.0,12.0,11.0,11.0,12.0
Weight,Acceleration,Ground Speed,192,Bowser,Biddybuggy,Off-Road,Peach Parasol,14.0,12.0,12.0,10.0,10.0,13.0,15.0,15.0,13.0,7.0,6.0,7.0,8.0
Weight,Acceleration,Ground Speed,191,Bowser,Biddybuggy,Standard,Wario Wing,14.0,12.0,11.0,9.0,11.0,13.0,14.0,15.0,16.0,9.0,8.0,8.0,8.0
Weight,Acceleration,Ground Speed,189,Bowser,Pipe Frame,Standard,Peach Parasol,14.0,12.0,13.0,9.0,11.0,13.0,16.0,14.0,15.0,9.0,8.0,7.0,7.0
Weight,Acceleration,Ground Speed,320,Metal Mario,Cat Cruiser,Roller,Wario Wing,14.0,13.0,14.0,8.0,13.0,11.0,13.0,12.0,17.0,12.0,10.0,10.0,12.0
Weight,Acceleration,Ground Speed,321,Metal Mario,Biddybuggy,Standard,Wario Wing,14.0,13.0,13.0,10.0,12.0,11.0,12.0,13.0,14.0,12.0,11.0,11.0,11.0
Weight,Acceleration,Ground Speed,322,Metal Mario,Biddybuggy,Off-Road,Peach Parasol,14.0,13.0,14.0,11.0,11.0,11.0,13.0,13.0,11.0,10.0,9.0,10.0,11.0
Weight,Acceleration,Ground Speed,190,Bowser,Cat Cruiser,Roller,Wario Wing,14.0,12.0,12.0,7.0,12.0,13.0,15.0,14.0,19.0,9.0,7.0,7.0,9.0
Weight,Acceleration,Ground Speed,319,Metal Mario,Pipe Frame,Standard,Peach Parasol,14.0,13.0,15.0,10.0,12.0,11.0,14.0,12.0,13.0,12.0,11.0,10.0,10.0
Weight,Acceleration,Ground Speed,315,Metal Mario,Pipe Frame,Off-Road,Peach Parasol,15.0,12.0,16.0,11.0,10.0,12.0,15.0,12.0,11.0,10.0,9.0,9.0,9.0
Weight,Acceleration,Ground Speed,314,Metal Mario,Pipe Frame,Standard,Wario Wing,15.0,12.0,15.0,10.0,11.0,12.0,14.0,12.0,14.0,12.0,11.0,10.0,9.0
Weight,Acceleration,Ground Speed,316,Metal Mario,Cat Cruiser,Standard,Peach Parasol,15.0,12.0,16.0,9.0,11.0,12.0,13.0,14.0,16.0,11.0,9.0,9.0,12.0
Weight,Acceleration,Ground Speed,318,Metal Mario,Biddybuggy,Off-Road,Wario Wing,15.0,12.0,14.0,11.0,10.0,12.0,13.0,13.0,12.0,10.0,9.0,10.0,10.0
Weight,Acceleration,Ground Speed,25,Bowser,Blue Falcon,Off-Road,Wario Wing,15.0,7.0,12.0,9.0,5.0,18.0,16.0,17.0,16.0,4.0,5.0,7.0,4.0
Weight,Acceleration,Ground Speed,173,Bowser,Pipe Frame,Off-Road,Peach Parasol,15.0,11.0,14.0,10.0,9.0,14.0,17.0,14.0,13.0,7.0,6.0,6.0,6.0
Weight,Acceleration,Ground Speed,172,Bowser,Pipe Frame,Standard,Wario Wing,15.0,11.0,13.0,9.0,10.0,14.0,16.0,14.0,16.0,9.0,8.0,7.0,6.0
Weight,Acceleration,Ground Speed,174,Bowser,Cat Cruiser,Standard,Peach Parasol,15.0,11.0,14.0,8.0,10.0,14.0,15.0,16.0,18.0,8.0,6.0,6.0,9.0
Weight,Acceleration,Ground Speed,176,Bowser,Biddybuggy,Off-Road,Wario Wing,15.0,11.0,12.0,10.0,9.0,14.0,15.0,15.0,14.0,7.0,6.0,7.0,7.0
Weight,Acceleration,Ground Speed,329,Metal Mario,Cat Cruiser,Off-Road,Peach Parasol,16.0,11.0,17.0,10.0,9.0,13.0,14.0,14.0,14.0,9.0,7.0,8.0,11.0
Weight,Acceleration,Ground Speed,216,Bowser,Pipe Frame,Off-Road,Wario Wing,16.0,10.0,14.0,10.0,8.0,15.0,17.0,14.0,14.0,7.0,6.0,6.0,5.0
Weight,Acceleration,Ground Speed,217,Bowser,Cat Cruiser,Standard,Wario Wing,16.0,10.0,14.0,8.0,9.0,15.0,15.0,16.0,19.0,8.0,6.0,6.0,8.0
Weight,Acceleration,Ground Speed,327,Metal Mario,Pipe Frame,Off-Road,Wario Wing,16.0,11.0,16.0,11.0,9.0,13.0,15.0,12.0,12.0,10.0,9.0,9.0,8.0
Weight,Acceleration,Ground Speed,218,Bowser,Cat Cruiser,Off-Road,Peach Parasol,16.0,10.0,15.0,9.0,8.0,15.0,16.0,16.0,16.0,6.0,4.0,5.0,8.0
Weight,Acceleration,Ground Speed,328,Metal Mario,Cat Cruiser,Standard,Wario Wing,16.0,11.0,16.0,9.0,10.0,13.0,13.0,14.0,17.0,11.0,9.0,9.0,11.0
Weight,Acceleration,Ground Speed,119,Bowser,Circuit Special,Standard,Wario Wing,17.0,6.0,13.0,6.0,5.0,18.0,14.0,17.0,17.0,5.0,5.0,5.0,4.0
Weight,Acceleration,Ground Speed,120,Bowser,Circuit Special,Off-Road,Peach Parasol,17.0,6.0,14.0,7.0,4.0,18.0,15.0,17.0,14.0,3.0,3.0,4.0,4.0
Weight,Acceleration,Ground Speed,111,Bowser,Standard Kart,Slick,Wario Wing,17.0,6.0,15.0,3.0,5.0,18.0,13.0,18.0,15.0,6.0,3.0,5.0,5.0
Weight,Acceleration,Ground Speed,96,Bowser,Standard Kart,Off-Road,Wario Wing,17.0,8.0,14.0,9.0,6.0,17.0,17.0,16.0,16.0,5.0,4.0,5.0,6.0
Weight,Acceleration,Ground Speed,208,Bowser,Cat Cruiser,Off-Road,Wario Wing,17.0,9.0,15.0,9.0,7.0,16.0,16.0,16.0,17.0,6.0,4.0,5.0,7.0
Weight,Acceleration,Ground Speed,123,Bowser,Sneeker,Off-Road,Wario Wing,17.0,6.0,12.0,6.0,5.0,18.0,16.0,16.0,16.0,5.0,4.0,5.0,5.0
Weight,Acceleration,Ground Speed,325,Metal Mario,Cat Cruiser,Off-Road,Wario Wing,17.0,10.0,17.0,10.0,8.0,14.0,14.0,14.0,15.0,9.0,7.0,8.0,10.0
Weight,Acceleration,Ground Speed,301,Bowser,Cat Cruiser,Monster,Wario Wing,18.0,8.0,15.0,10.0,8.0,15.0,14.0,16.0,17.0,5.0,4.0,3.0,6.0
Weight,Acceleration,Ground Speed,88,Bowser,Mach 8,Off-Road,Wario Wing,18.0,7.0,13.0,10.0,6.0,17.0,17.0,18.0,17.0,4.0,4.0,6.0,5.0
Weight,Acceleration,Ground Speed,279,Bowser,Circuit Special,Slick,Wario Wing,18.0,3.0,15.0,1.0,2.0,20.0,11.0,19.0,14.0,4.0,2.0,4.0,2.0
Weight,Acceleration,Ground Speed,338,Metal Mario,Cat Cruiser,Monster,Wario Wing,18.0,9.0,17.0,11.0,9.0,13.0,12.0,14.0,15.0,8.0,7.0,6.0,9.0
Weight,Acceleration,Ground Speed,155,Bowser,Circuit Special,Off-Road,Wario Wing,18.0,5.0,14.0,7.0,3.0,19.0,15.0,17.0,15.0,3.0,3.0,4.0,3.0
Weight,Acceleration,Ground Speed,304,Metal Mario,Mach 8,Off-Road,Wario Wing,18.0,8.0,15.0,11.0,7.0,15.0,15.0,16.0,15.0,7.0,7.0,9.0,8.0
Weight,Acceleration,Ground Speed,336,Metal Mario,Mach 8,Monster,Wario Wing,19.0,7.0,15.0,12.0,8.0,14.0,13.0,16.0,15.0,6.0,7.0,7.0,7.0
Weight,Acceleration,Ground Speed,253,Bowser,Mach 8,Monster,Wario Wing,19.0,6.0,13.0,11.0,7.0,16.0,15.0,18.0,17.0,3.0,4.0,4.0,4.0
Weight,Acceleration,Ground Speed,295,Bowser,Badwagon,Slick,Wario Wing,19.0,2.0,14.0,5.0,1.0,20.0,12.0,18.0,13.0,3.0,2.0,3.0,2.0
Weight,Acceleration,Ground Speed,294,Bowser,Circuit Special,Metal,Wario Wing,19.0,2.0,12.0,3.0,2.0,20.0,14.0,16.0,16.0,4.0,4.0,3.0,1.0
Weight,Acceleration,Ground Speed,270,Bowser,Steel Driver,Off-Road,Wario Wing,19.0,5.0,12.0,9.0,4.0,18.0,19.0,15.0,13.0,3.0,7.0,3.0,4.0
Weight,Acceleration,Ground Speed,255,Metal Mario,Steel Driver,Off-Road,Wario Wing,19.0,6.0,14.0,10.0,5.0,16.0,17.0,13.0,11.0,6.0,10.0,6.0,7.0
Weight,Acceleration,Ground Speed,261,Bowser,Badwagon,Off-Road,Wario Wing,19.0,4.0,13.0,11.0,2.0,19.0,16.0,16.0,14.0,2.0,3.0,3.0,3.0
Weight,Acceleration,Ground Speed,307,Bowser,Badwagon,Metal,Wario Wing,20.0,1.0,11.0,7.0,1.0,20.0,15.0,15.0,15.0,3.0,4.0,2.0,1.0
Weight,Acceleration,Ground Speed,305,Bowser,Badwagon,Monster,Wario Wing,20.0,3.0,13.0,12.0,3.0,18.0,14.0,16.0,14.0,1.0,3.0,1.0,2.0
Weight,Acceleration,Ground Speed,299,Bowser,Steel Driver,Metal,Wario Wing,20.0,2.0,10.0,5.0,3.0,19.0,18.0,14.0,14.0,4.0,8.0,2.0,2.0
Weight,Acceleration,Ground Speed,337,Metal Mario,Steel Driver,Monster,Wario Wing,20.0,5.0,14.0,11.0,6.0,15.0,15.0,13.0,11.0,5.0,10.0,4.0,6.0
Weight,Acceleration,Ground Speed,267,Bowser,Steel Driver,Monster,Wario Wing,20.0,4.0,12.0,10.0,5.0,17.0,17.0,15.0,13.0,2.0,7.0,1.0,3.0
Weight,Acceleration,Water Speed,510,Toadette,Landship,Roller,Cloud Glider,2.0,19.0,5.0,13.0,18.0,3.0,11.0,3.0,8.0,16.0,16.0,14.0,16.0
Weight,Acceleration,Water Speed,506,Toadette,Biddybuggy,Roller,Cloud Glider,2.0,20.0,6.0,11.0,19.0,2.0,7.0,5.0,7.0,17.0,15.0,17.0,17.0
Weight,Acceleration,Water Speed,508,Toadette,Biddybuggy,Roller,Peach Parasol,3.0,20.0,7.0,10.0,19.0,2.0,6.0,5.0,7.0,17.0,16.0,16.0,17.0
Weight,Acceleration,Water Speed,505,Cat Peach,Landship,Roller,Cloud Glider,3.0,18.0,3.0,14.0,17.0,5.0,13.0,5.0,10.0,15.0,15.0,13.0,15.0
Weight,Acceleration,Water Speed,472,Toadette,Landship,Roller,Peach Parasol,3.0,19.0,6.0,12.0,18.0,3.0,10.0,3.0,8.0,16.0,17.0,13.0,16.0
