Coord1,Coord2,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Weight,Anti-gravity Handling,5470,Metal Mario,Mach 8,Slick,Wario Wing,18.0,6.0,16.0,5.0,8.0,16.0,11.0,18.0,14.0,8.0,6.0,9.0,7.0
Weight,Anti-gravity Handling,5529,Metal Mario,Mach 8,Metal,Wario Wing,19.0,5.0,13.0,7.0,8.0,16.0,14.0,15.0,16.0,8.0,8.0,8.0,6.0
Weight,Anti-gravity Handling,5551,Metal Mario,Steel Driver,Metal,Wario Wing,20.0,3.0,12.0,6.0,6.0,17.0,16.0,12.0,12.0,7.0,11.0,5.0,5.0
Weight,Anti-gravity Handling,5553,Metal Mario,Badwagon,Metal,Wario Wing,20.0,2.0,13.0,8.0,4.0,18.0,13.0,13.0,13.0,6.0,7.0,5.0,4.0
Weight,Air Handling,5034,Baby Peach,Cat Cruiser,Slim,Peach Parasol,5.0,13.0,13.0,9.0,16.0,6.0,5.0,9.0,8.0,19.0,17.0,16.0,20.0
Weight,Air Handling,4577,Baby Peach,Tanooki Kart,Slim,Peach Parasol,6.0,10.0,13.0,13.0,14.0,6.0,7.0,9.0,7.0,19.0,19.0,16.0,19.0
Weight,Air Handling,4529,Baby Peach,Cat Cruiser,Slim,Wario Wing,6.0,12.0,13.0,9.0,15.0,7.0,5.0,9.0,9.0,19.0,17.0,16.0,19.0
Weight,Air Handling,3045,Koopa Troopa,Cat Cruiser,Slim,Peach Parasol,7.0,13.0,11.0,9.0,15.0,8.0,7.0,11.0,10.0,17.0,15.0,14.0,18.0
Weight,Air Handling,3250,Baby Peach,Tanooki Kart,Slim,Wario Wing,7.0,9.0,13.0,13.0,13.0,7.0,7.0,9.0,8.0,19.0,19.0,16.0,18.0
Weight,Air Handling,2197,Toad,Cat Cruiser,Slim,Peach Parasol,8.0,13.0,13.0,8.0,15.0,9.0,8.0,12.0,11.0,16.0,14.0,13.0,17.0
Weight,Air Handling,2369,Koopa Troopa,Cat Cruiser,Slim,Wario Wing,8.0,12.0,11.0,9.0,14.0,9.0,7.0,11.0,11.0,17.0,15.0,14.0,17.0
Weight,Air Handling,2417,Koopa Troopa,Tanooki Kart,Slim,Peach Parasol,8.0,10.0,11.0,13.0,13.0,8.0,9.0,11.0,9.0,17.0,17.0,14.0,17.0
Weight,Air Handling,1527,Toad,Cat Cruiser,Slim,Wario Wing,9.0,12.0,13.0,8.0,14.0,10.0,8.0,12.0,12.0,16.0,14.0,13.0,16.0
Weight,Air Handling,1575,Toad,Tanooki Kart,Slim,Peach Parasol,9.0,10.0,13.0,12.0,13.0,9.0,10.0,12.0,10.0,16.0,16.0,13.0,16.0
Weight,Air Handling,1697,Koopa Troopa,Tanooki Kart,Slim,Wario Wing,9.0,9.0,11.0,13.0,12.0,9.0,9.0,11.0,10.0,17.0,17.0,14.0,16.0
Weight,Air Handling,120,Luigi,Cat Cruiser,Slim,Peach Parasol,11.0,11.0,15.0,5.0,14.0,12.0,11.0,15.0,14.0,14.0,12.0,11.0,15.0
Weight,Air Handling,778,Luigi,Cat Cruiser,Slim,Wario Wing,12.0,10.0,15.0,5.0,13.0,13.0,11.0,15.0,15.0,14.0,12.0,11.0,14.0
Weight,Air Handling,826,Luigi,Tanooki Kart,Slim,Peach Parasol,12.0,8.0,15.0,9.0,12.0,12.0,13.0,15.0,13.0,14.0,14.0,11.0,14.0
Weight,Air Handling,3778,Metal Mario,Cat Cruiser,Slim,Peach Parasol,15.0,10.0,18.0,5.0,12.0,13.0,12.0,16.0,15.0,12.0,10.0,9.0,13.0
Weight,Air Handling,4082,Metal Mario,Cat Cruiser,Slim,Wario Wing,16.0,9.0,18.0,5.0,11.0,14.0,12.0,16.0,16.0,12.0,10.0,9.0,12.0
Weight,Air Handling,4130,Metal Mario,Tanooki Kart,Slim,Peach Parasol,16.0,7.0,18.0,9.0,10.0,13.0,14.0,16.0,14.0,12.0,12.0,9.0,12.0
Weight,Air Handling,5412,Metal Mario,Tanooki Kart,Slim,Wario Wing,17.0,6.0,18.0,9.0,9.0,14.0,14.0,16.0,15.0,12.0,12.0,9.0,11.0
Weight,Air Handling,5490,Metal Mario,Steel Driver,Slim,Wario Wing,18.0,5.0,15.0,5.0,8.0,16.0,15.0,15.0,12.0,9.0,13.0,7.0,9.0
Weight,Air Handling,5496,Metal Mario,Cat Cruiser,Monster,Wario Wing,18.0,9.0,17.0,11.0,11.0,13.0,12.0,14.0,15.0,8.0,7.0,6.0,9.0
Weight,Air Handling,5515,Metal Mario,Tanooki Kart,Monster,Peach Parasol,18.0,7.0,17.0,15.0,10.0,12.0,14.0,14.0,13.0,8.0,9.0,6.0,9.0
Weight,Air Handling,5519,Metal Mario,Tanooki Kart,Off-Road,Wario Wing,18.0,7.0,17.0,14.0,8.0,14.0,16.0,14.0,14.0,9.0,9.0,8.0,9.0
Weight,Air Handling,5558,Metal Mario,Tanooki Kart,Monster,Wario Wing,19.0,6.0,17.0,15.0,9.0,13.0,14.0,14.0,14.0,8.0,9.0,6.0,8.0
Weight,Air Handling,5564,Metal Mario,Steel Driver,Monster,Wario Wing,20.0,5.0,14.0,11.0,8.0,15.0,15.0,13.0,11.0,5.0,10.0,4.0,6.0
Acceleration,On-road Traction,2199,Donkey Kong,Cat Cruiser,Slim,Peach Parasol,13.0,10.0,20.0,4.0,12.0,14.0,13.0,17.0,16.0,11.0,9.0,8.0,12.0
Acceleration,On-road Traction,423,Donkey Kong,Pipe Frame,Slim,Peach Parasol,12.0,11.0,19.0,5.0,12.0,13.0,14.0,15.0,13.0,12.0,11.0,9.0,10.0
Acceleration,On-road Traction,433,Donkey Kong,Cat Cruiser,Off-Road,Peach Parasol,14.0,11.0,19.0,9.0,11.0,14.0,15.0,15.0,15.0,8.0,6.0,7.0,10.0
Acceleration,On-road Traction,1307,Donkey Kong,Pipe Frame,Off-Road,Peach Parasol,13.0,12.0,18.0,10.0,11.0,13.0,16.0,13.0,12.0,9.0,8.0,8.0,8.0
Acceleration,On-road Traction,1313,Donkey Kong,Cat Cruiser,Standard,Peach Parasol,13.0,12.0,18.0,8.0,13.0,13.0,14.0,15.0,17.0,10.0,8.0,8.0,11.0
Acceleration,On-road Traction,1317,Donkey Kong,Cat Cruiser,Sponge,Peach Parasol,12.0,12.0,18.0,9.0,14.0,12.0,12.0,14.0,18.0,9.0,6.0,7.0,11.0
Acceleration,On-road Traction,3019,Donkey Kong,Pipe Frame,Standard,Peach Parasol,12.0,13.0,17.0,9.0,13.0,12.0,15.0,13.0,14.0,11.0,10.0,9.0,9.0
Acceleration,On-road Traction,3023,Donkey Kong,Pipe Frame,Sponge,Peach Parasol,11.0,13.0,17.0,10.0,14.0,11.0,13.0,12.0,15.0,10.0,8.0,8.0,9.0
Acceleration,On-road Traction,3027,Donkey Kong,Cat Cruiser,Button,Peach Parasol,11.0,13.0,17.0,6.0,14.0,12.0,13.0,15.0,16.0,10.0,8.0,9.0,10.0
Acceleration,On-road Traction,3695,Donkey Kong,Pipe Frame,Button,Peach Parasol,10.0,14.0,16.0,7.0,14.0,11.0,14.0,13.0,13.0,11.0,10.0,10.0,8.0
Acceleration,On-road Traction,3697,Donkey Kong,Cat Cruiser,Roller,Peach Parasol,11.0,14.0,16.0,7.0,15.0,11.0,14.0,13.0,17.0,11.0,9.0,9.0,12.0
Acceleration,On-road Traction,4209,Donkey Kong,Pipe Frame,Roller,Peach Parasol,10.0,15.0,15.0,8.0,15.0,10.0,15.0,11.0,14.0,12.0,11.0,10.0,10.0
Acceleration,On-road Traction,4681,Tanooki Mario,Cat Cruiser,Roller,Peach Parasol,8.0,16.0,13.0,8.0,17.0,8.0,11.0,10.0,14.0,14.0,12.0,12.0,15.0
Acceleration,On-road Traction,4567,Donkey Kong,Biddybuggy,Roller,Peach Parasol,9.0,16.0,13.0,8.0,16.0,9.0,13.0,12.0,14.0,12.0,11.0,11.0,12.0
Acceleration,On-road Traction,4679,Tanooki Mario,Pipe Frame,Button,Peach Parasol,7.0,16.0,13.0,8.0,16.0,8.0,11.0,10.0,10.0,14.0,13.0,13.0,11.0
Acceleration,On-road Traction,4873,Tanooki Mario,Pipe Frame,Roller,Peach Parasol,7.0,17.0,12.0,9.0,17.0,7.0,12.0,8.0,11.0,15.0,14.0,13.0,13.0
Acceleration,On-road Traction,4911,Toadette,Pipe Frame,Button,Peach Parasol,4.0,18.0,10.0,9.0,17.0,5.0,8.0,7.0,7.0,16.0,15.0,15.0,13.0
Acceleration,On-road Traction,4913,Toadette,Cat Cruiser,Roller,Peach Parasol,5.0,18.0,10.0,9.0,18.0,5.0,8.0,7.0,11.0,16.0,14.0,14.0,17.0
Acceleration,On-road Traction,4963,Baby Rosalina,Pipe Frame,Button,Peach Parasol,2.0,18.0,10.0,10.0,18.0,3.0,6.0,5.0,5.0,18.0,17.0,17.0,15.0
Acceleration,On-road Traction,4965,Baby Rosalina,Cat Cruiser,Roller,Peach Parasol,3.0,18.0,10.0,10.0,19.0,3.0,6.0,5.0,9.0,18.0,16.0,16.0,19.0
Acceleration,On-road Traction,4979,Tanooki Mario,Biddybuggy,Roller,Peach Parasol,6.0,18.0,10.0,9.0,18.0,6.0,10.0,9.0,11.0,15.0,14.0,14.0,15.0
Acceleration,On-road Traction,4991,Toadette,Pipe Frame,Roller,Peach Parasol,4.0,19.0,9.0,10.0,18.0,4.0,9.0,5.0,8.0,17.0,16.0,15.0,15.0
Acceleration,On-road Traction,5011,Baby Rosalina,Pipe Frame,Roller,Peach Parasol,2.0,19.0,9.0,11.0,19.0,2.0,7.0,3.0,6.0,19.0,18.0,17.0,17.0
Acceleration,On-road Traction,5021,Toadette,Biddybuggy,Roller,Peach Parasol,3.0,20.0,7.0,10.0,19.0,3.0,7.0,6.0,8.0,17.0,16.0,16.0,17.0
Acceleration,On-road Traction,5025,Baby Rosalina,Biddybuggy,Roller,Peach Parasol,1.0,20.0,7.0,11.0,20.0,1.0,5.0,4.0,6.0,19.0,18.0,18.0,19.0
Acceleration,Off-road Traction,352,Koopa Troopa,Tanooki Kart,Monster,Cloud Glider,9.0,10.0,9.0,20.0,13.0,7.0,10.0,9.0,8.0,13.0,13.0,12.0,14.0
Acceleration,Off-road Traction,740,Baby Peach,Tanooki Kart,Monster,Cloud Glider,7.0,10.0,11.0,20.0,14.0,5.0,8.0,7.0,6.0,15.0,15.0,14.0,16.0
Acceleration,Off-road Traction,1148,Koopa Troopa,Landship,Monster,Cloud Glider,6.0,14.0,5.0,19.0,15.0,6.0,11.0,6.0,7.0,13.0,14.0,11.0,14.0
Acceleration,Off-road Traction,1330,Baby Peach,Landship,Monster,Cloud Glider,4.0,14.0,7.0,19.0,16.0,4.0,9.0,4.0,5.0,15.0,16.0,13.0,16.0
Acceleration,Off-road Traction,1622,Koopa Troopa,Landship,Sponge,Cloud Glider,3.0,16.0,4.0,18.0,17.0,5.0,10.0,5.0,10.0,15.0,14.0,13.0,16.0
Acceleration,Off-road Traction,1694,Baby Peach,Landship,Sponge,Cloud Glider,1.0,16.0,6.0,18.0,18.0,3.0,8.0,3.0,8.0,17.0,16.0,15.0,18.0
Acceleration,Off-road Traction,1882,Baby Mario,Landship,Sponge,Cloud Glider,2.0,17.0,5.0,17.0,18.0,4.0,9.0,4.0,9.0,15.0,14.0,13.0,16.0
Acceleration,Off-road Traction,1994,Koopa Troopa,Landship,Roller,Cloud Glider,2.0,18.0,2.0,16.0,18.0,4.0,12.0,4.0,9.0,17.0,17.0,15.0,17.0
Acceleration,Off-road Traction,2020,Baby Peach,Landship,Roller,Cloud Glider,0.0,18.0,4.0,16.0,19.0,2.0,10.0,2.0,7.0,19.0,19.0,17.0,19.0
Acceleration,Off-road Traction,2068,Baby Mario,Landship,Roller,Cloud Glider,1.0,19.0,3.0,15.0,19.0,3.0,11.0,3.0,8.0,17.0,17.0,15.0,17.0
Acceleration,Off-road Traction,2084,Baby Mario,Biddybuggy,Roller,Cloud Glider,1.0,20.0,4.0,13.0,20.0,2.0,7.0,5.0,7.0,18.0,16.0,18.0,18.0
Acceleration,Mini-Turbo,2,Baby Mario,Biddybuggy,Roller,Cloud Glider,1.0,20.0,4.0,13.0,20.0,2.0,7.0,5.0,7.0,18.0,16.0,18.0,18.0
Acceleration,Mini-Turbo,3,Baby Mario,Biddybuggy,Roller,Peach Parasol,2.0,20.0,5.0,12.0,20.0,2.0,6.0,5.0,7.0,18.0,17.0,17.0,18.0
Acceleration,Mini-Turbo,4,Baby Rosalina,Biddybuggy,Roller,Cloud Glider,0.0,20.0,6.0,12.0,20.0,1.0,6.0,4.0,6.0,19.0,17.0,19.0,19.0
Acceleration,Mini-Turbo,5,Baby Rosalina,Biddybuggy,Roller,Peach Parasol,1.0,20.0,7.0,11.0,20.0,1.0,5.0,4.0,6.0,19.0,18.0,18.0,19.0
Acceleration,Ground Speed,7159,Wario,Circuit Special,Slick,Wario Wing,17.0,3.0,14.0,2.0,4.0,20.0,11.0,19.0,14.0,5.0,3.0,5.0,3.0
Acceleration,Ground Speed,7158,Wario,Circuit Special,Slick,Super Glider,16.0,3.0,13.0,3.0,4.0,20.0,12.0,18.0,14.0,5.0,2.0,6.0,3.0
Acceleration,Ground Speed,7131,Bowser,Circuit Special,Slick,Wario Wing,18.0,3.0,15.0,1.0,4.0,20.0,11.0,19.0,14.0,4.0,2.0,4.0,2.0
Acceleration,Ground Speed,7130,Bowser,Circuit Special,Slick,Super Glider,17.0,3.0,14.0,2.0,4.0,20.0,12.0,18.0,14.0,4.0,1.0,5.0,2.0
Acceleration,Ground Speed,6933,Bowser,Circuit Special,Off-Road,Wario Wing,18.0,5.0,14.0,7.0,5.0,19.0,15.0,17.0,15.0,3.0,3.0,4.0,3.0
Acceleration,Ground Speed,6932,Bowser,Circuit Special,Off-Road,Super Glider,17.0,5.0,13.0,8.0,5.0,19.0,16.0,16.0,15.0,3.0,2.0,5.0,3.0
Acceleration,Ground Speed,6952,Bowser,Blue Falcon,Slick,Super Glider,14.0,5.0,12.0,4.0,6.0,19.0,13.0,18.0,15.0,5.0,3.0,8.0,3.0
Acceleration,Ground Speed,7012,Wario,Circuit Special,Off-Road,Super Glider,16.0,5.0,12.0,9.0,5.0,19.0,16.0,16.0,15.0,4.0,3.0,6.0,4.0
Acceleration,Ground Speed,6953,Bowser,Blue Falcon,Slick,Wario Wing,15.0,5.0,13.0,3.0,6.0,19.0,12.0,19.0,15.0,5.0,4.0,7.0,3.0
Acceleration,Ground Speed,7032,Wario,Blue Falcon,Slick,Super Glider,13.0,5.0,11.0,5.0,6.0,19.0,13.0,18.0,15.0,6.0,4.0,9.0,4.0
Acceleration,Ground Speed,7033,Wario,Blue Falcon,Slick,Wario Wing,14.0,5.0,12.0,4.0,6.0,19.0,12.0,19.0,15.0,6.0,5.0,8.0,4.0
Acceleration,Ground Speed,7013,Wario,Circuit Special,Off-Road,Wario Wing,17.0,5.0,13.0,8.0,5.0,19.0,15.0,17.0,15.0,4.0,4.0,5.0,4.0
Acceleration,Ground Speed,5949,Wario,Blue Falcon,Off-Road,Wario Wing,14.0,7.0,11.0,10.0,7.0,18.0,16.0,17.0,16.0,5.0,6.0,8.0,5.0
Acceleration,Ground Speed,5948,Wario,Blue Falcon,Off-Road,Super Glider,13.0,7.0,10.0,11.0,7.0,18.0,17.0,16.0,16.0,5.0,5.0,9.0,5.0
Acceleration,Ground Speed,5829,Bowser,Blue Falcon,Off-Road,Wario Wing,15.0,7.0,12.0,9.0,7.0,18.0,16.0,17.0,16.0,4.0,5.0,7.0,4.0
Acceleration,Ground Speed,5828,Bowser,Blue Falcon,Off-Road,Super Glider,14.0,7.0,11.0,10.0,7.0,18.0,17.0,16.0,16.0,4.0,4.0,8.0,4.0
Acceleration,Ground Speed,5173,Bowser,Blue Falcon,Standard,Wario Wing,14.0,8.0,11.0,8.0,9.0,17.0,15.0,17.0,18.0,6.0,7.0,8.0,5.0
Acceleration,Ground Speed,5174,Bowser,Blue Falcon,Off-Road,Cloud Glider,13.0,8.0,11.0,10.0,8.0,17.0,17.0,17.0,15.0,4.0,4.0,8.0,5.0
Acceleration,Ground Speed,5172,Bowser,Blue Falcon,Standard,Super Glider,13.0,8.0,10.0,9.0,9.0,17.0,16.0,16.0,18.0,6.0,6.0,9.0,5.0
Acceleration,Ground Speed,5252,Wario,Standard Kart,Off-Road,Super Glider,15.0,8.0,12.0,11.0,8.0,17.0,18.0,15.0,16.0,6.0,4.0,7.0,7.0
Acceleration,Ground Speed,5120,Bowser,Standard Kart,Off-Road,Super Glider,16.0,8.0,13.0,10.0,8.0,17.0,18.0,15.0,16.0,5.0,3.0,6.0,6.0
Acceleration,Ground Speed,5175,Bowser,Blue Falcon,Off-Road,Peach Parasol,14.0,8.0,12.0,9.0,8.0,17.0,16.0,17.0,15.0,4.0,5.0,7.0,5.0
Acceleration,Ground Speed,5121,Bowser,Standard Kart,Off-Road,Wario Wing,17.0,8.0,14.0,9.0,8.0,17.0,17.0,16.0,16.0,5.0,4.0,5.0,6.0
Acceleration,Ground Speed,5240,Donkey Kong,Blue Falcon,Off-Road,Super Glider,12.0,8.0,15.0,10.0,8.0,17.0,16.0,15.0,15.0,6.0,6.0,10.0,6.0
Acceleration,Ground Speed,5307,Wario,Blue Falcon,Off-Road,Peach Parasol,13.0,8.0,11.0,10.0,8.0,17.0,16.0,17.0,15.0,5.0,6.0,8.0,6.0
Acceleration,Ground Speed,5253,Wario,Standard Kart,Off-Road,Wario Wing,16.0,8.0,13.0,10.0,8.0,17.0,17.0,16.0,16.0,6.0,5.0,6.0,7.0
Acceleration,Ground Speed,5304,Wario,Blue Falcon,Standard,Super Glider,12.0,8.0,9.0,10.0,9.0,17.0,16.0,16.0,18.0,7.0,7.0,10.0,6.0
Acceleration,Ground Speed,5305,Wario,Blue Falcon,Standard,Wario Wing,13.0,8.0,10.0,9.0,9.0,17.0,15.0,17.0,18.0,7.0,8.0,9.0,6.0
Acceleration,Ground Speed,5306,Wario,Blue Falcon,Off-Road,Cloud Glider,12.0,8.0,10.0,11.0,8.0,17.0,17.0,17.0,15.0,5.0,5.0,9.0,6.0
Acceleration,Ground Speed,5241,Donkey Kong,Blue Falcon,Off-Road,Wario Wing,13.0,8.0,16.0,9.0,8.0,17.0,15.0,16.0,15.0,6.0,7.0,9.0,6.0
Acceleration,Ground Speed,2209,Wario,Standard Kart,Standard,Wario Wing,15.0,9.0,12.0,9.0,10.0,16.0,16.0,16.0,18.0,8.0,7.0,7.0,8.0
Acceleration,Ground Speed,2233,Wario,Cat Cruiser,Off-Road,Wario Wing,16.0,9.0,14.0,10.0,9.0,16.0,16.0,16.0,17.0,7.0,5.0,6.0,8.0
Acceleration,Ground Speed,2210,Wario,Standard Kart,Off-Road,Cloud Glider,14.0,9.0,12.0,11.0,9.0,16.0,18.0,16.0,15.0,6.0,4.0,7.0,8.0
Acceleration,Ground Speed,2211,Wario,Standard Kart,Off-Road,Peach Parasol,15.0,9.0,13.0,10.0,9.0,16.0,17.0,16.0,15.0,6.0,5.0,6.0,8.0
Acceleration,Ground Speed,2232,Wario,Cat Cruiser,Off-Road,Super Glider,15.0,9.0,13.0,11.0,9.0,16.0,17.0,15.0,17.0,7.0,4.0,7.0,8.0
Acceleration,Ground Speed,2258,Wario,Standard Bike,Off-Road,Super Glider,14.0,9.0,12.0,13.0,8.0,16.0,17.0,16.0,16.0,7.0,5.0,8.0,7.0
Acceleration,Ground Speed,2078,Bowser,Standard Kart,Standard,Super Glider,15.0,9.0,12.0,9.0,10.0,16.0,17.0,15.0,18.0,7.0,5.0,7.0,7.0
Acceleration,Ground Speed,2079,Bowser,Standard Kart,Standard,Wario Wing,16.0,9.0,13.0,8.0,10.0,16.0,16.0,16.0,18.0,7.0,6.0,6.0,7.0
Acceleration,Ground Speed,2260,Wario,Blue Falcon,Standard,Cloud Glider,11.0,9.0,9.0,10.0,10.0,16.0,16.0,17.0,17.0,7.0,7.0,10.0,7.0
Acceleration,Ground Speed,2261,Wario,Blue Falcon,Standard,Peach Parasol,12.0,9.0,10.0,9.0,10.0,16.0,15.0,17.0,17.0,7.0,8.0,9.0,7.0
Acceleration,Ground Speed,2262,Wario,Blue Falcon,Button,Super Glider,10.0,9.0,8.0,8.0,10.0,16.0,15.0,16.0,17.0,7.0,7.0,11.0,5.0
Acceleration,Ground Speed,2263,Wario,Blue Falcon,Button,Wario Wing,11.0,9.0,9.0,7.0,10.0,16.0,14.0,17.0,17.0,7.0,8.0,10.0,5.0
Acceleration,Ground Speed,2208,Wario,Standard Kart,Standard,Super Glider,14.0,9.0,11.0,10.0,10.0,16.0,17.0,15.0,18.0,8.0,6.0,8.0,8.0
Acceleration,Ground Speed,2259,Wario,Standard Bike,Off-Road,Wario Wing,15.0,9.0,13.0,12.0,8.0,16.0,16.0,17.0,16.0,7.0,6.0,7.0,7.0
Acceleration,Ground Speed,2199,Donkey Kong,Blue Falcon,Off-Road,Peach Parasol,12.0,9.0,16.0,9.0,9.0,16.0,15.0,16.0,14.0,6.0,7.0,9.0,7.0
Acceleration,Ground Speed,2128,Bowser,Standard Bike,Off-Road,Super Glider,15.0,9.0,13.0,12.0,8.0,16.0,17.0,16.0,16.0,6.0,4.0,7.0,6.0
Acceleration,Ground Speed,2197,Donkey Kong,Blue Falcon,Standard,Wario Wing,12.0,9.0,15.0,8.0,10.0,16.0,14.0,16.0,17.0,8.0,9.0,10.0,7.0
Acceleration,Ground Speed,2080,Bowser,Standard Kart,Off-Road,Cloud Glider,15.0,9.0,13.0,10.0,9.0,16.0,18.0,16.0,15.0,5.0,3.0,6.0,7.0
Acceleration,Ground Speed,2198,Donkey Kong,Blue Falcon,Off-Road,Cloud Glider,11.0,9.0,15.0,10.0,9.0,16.0,16.0,16.0,14.0,6.0,6.0,10.0,7.0
Acceleration,Ground Speed,2102,Bowser,Cat Cruiser,Off-Road,Super Glider,16.0,9.0,14.0,10.0,9.0,16.0,17.0,15.0,17.0,6.0,3.0,6.0,7.0
Acceleration,Ground Speed,2103,Bowser,Cat Cruiser,Off-Road,Wario Wing,17.0,9.0,15.0,9.0,9.0,16.0,16.0,16.0,17.0,6.0,4.0,5.0,7.0
Acceleration,Ground Speed,2129,Bowser,Standard Bike,Off-Road,Wario Wing,16.0,9.0,14.0,11.0,8.0,16.0,16.0,17.0,16.0,6.0,5.0,6.0,6.0
Acceleration,Ground Speed,2130,Bowser,Blue Falcon,Standard,Cloud Glider,12.0,9.0,10.0,9.0,10.0,16.0,16.0,17.0,17.0,6.0,6.0,9.0,6.0
Acceleration,Ground Speed,2081,Bowser,Standard Kart,Off-Road,Peach Parasol,16.0,9.0,14.0,9.0,9.0,16.0,17.0,16.0,15.0,5.0,4.0,5.0,7.0
Acceleration,Ground Speed,2132,Bowser,Blue Falcon,Button,Super Glider,11.0,9.0,9.0,7.0,10.0,16.0,15.0,16.0,17.0,6.0,6.0,10.0,4.0
Acceleration,Ground Speed,2133,Bowser,Blue Falcon,Button,Wario Wing,12.0,9.0,10.0,6.0,10.0,16.0,14.0,17.0,17.0,6.0,7.0,9.0,4.0
Acceleration,Ground Speed,2144,Donkey Kong,Standard Kart,Off-Road,Super Glider,14.0,9.0,17.0,10.0,9.0,16.0,17.0,14.0,15.0,7.0,5.0,8.0,8.0
Acceleration,Ground Speed,2145,Donkey Kong,Standard Kart,Off-Road,Wario Wing,15.0,9.0,18.0,9.0,9.0,16.0,16.0,15.0,15.0,7.0,6.0,7.0,8.0
Acceleration,Ground Speed,2196,Donkey Kong,Blue Falcon,Standard,Super Glider,11.0,9.0,14.0,9.0,10.0,16.0,15.0,15.0,17.0,8.0,8.0,11.0,7.0
Acceleration,Ground Speed,2131,Bowser,Blue Falcon,Standard,Peach Parasol,13.0,9.0,11.0,8.0,10.0,16.0,15.0,17.0,17.0,6.0,7.0,8.0,6.0
Acceleration,Ground Speed,2998,Bowser,Cat Cruiser,Off-Road,Cloud Glider,15.0,10.0,14.0,10.0,10.0,15.0,17.0,16.0,16.0,6.0,3.0,6.0,8.0
Acceleration,Ground Speed,2997,Bowser,Cat Cruiser,Standard,Wario Wing,16.0,10.0,14.0,8.0,11.0,15.0,15.0,16.0,19.0,8.0,6.0,6.0,8.0
Acceleration,Ground Speed,2996,Bowser,Cat Cruiser,Standard,Super Glider,15.0,10.0,13.0,9.0,11.0,15.0,16.0,15.0,19.0,8.0,5.0,7.0,8.0
Acceleration,Ground Speed,2991,Bowser,Pipe Frame,Off-Road,Wario Wing,16.0,10.0,14.0,10.0,9.0,15.0,17.0,14.0,14.0,7.0,6.0,6.0,5.0
Acceleration,Ground Speed,2982,Bowser,Standard Kart,Button,Super Glider,13.0,10.0,11.0,7.0,11.0,15.0,16.0,15.0,17.0,7.0,5.0,8.0,6.0
Acceleration,Ground Speed,2983,Bowser,Standard Kart,Button,Wario Wing,14.0,10.0,12.0,6.0,11.0,15.0,15.0,16.0,17.0,7.0,6.0,7.0,6.0
Acceleration,Ground Speed,2981,Bowser,Standard Kart,Standard,Peach Parasol,15.0,10.0,13.0,8.0,11.0,15.0,16.0,16.0,17.0,7.0,6.0,6.0,8.0
Acceleration,Ground Speed,2980,Bowser,Standard Kart,Standard,Cloud Glider,14.0,10.0,12.0,9.0,11.0,15.0,17.0,16.0,17.0,7.0,5.0,7.0,8.0
Acceleration,Ground Speed,2999,Bowser,Cat Cruiser,Off-Road,Peach Parasol,16.0,10.0,15.0,9.0,10.0,15.0,16.0,16.0,16.0,6.0,4.0,5.0,8.0
Acceleration,Ground Speed,2990,Bowser,Pipe Frame,Off-Road,Super Glider,15.0,10.0,13.0,11.0,9.0,15.0,18.0,13.0,14.0,7.0,5.0,7.0,5.0
Acceleration,Ground Speed,3014,Bowser,Landship,Off-Road,Super Glider,14.0,10.0,10.0,13.0,9.0,15.0,20.0,12.0,15.0,6.0,6.0,5.0,6.0
Acceleration,Ground Speed,3093,Wario,Standard Kart,Standard,Peach Parasol,14.0,10.0,12.0,9.0,11.0,15.0,16.0,16.0,17.0,8.0,7.0,7.0,9.0
Acceleration,Ground Speed,3018,Bowser,Standard Bike,Standard,Super Glider,14.0,10.0,12.0,11.0,10.0,15.0,16.0,16.0,18.0,8.0,6.0,8.0,7.0
Acceleration,Ground Speed,3102,Wario,Pipe Frame,Off-Road,Super Glider,14.0,10.0,12.0,12.0,9.0,15.0,18.0,13.0,14.0,8.0,6.0,8.0,6.0
Acceleration,Ground Speed,3103,Wario,Pipe Frame,Off-Road,Wario Wing,15.0,10.0,13.0,11.0,9.0,15.0,17.0,14.0,14.0,8.0,7.0,7.0,6.0
Acceleration,Ground Speed,3108,Wario,Cat Cruiser,Standard,Super Glider,14.0,10.0,12.0,10.0,11.0,15.0,16.0,15.0,19.0,9.0,6.0,8.0,9.0
Acceleration,Ground Speed,3109,Wario,Cat Cruiser,Standard,Wario Wing,15.0,10.0,13.0,9.0,11.0,15.0,15.0,16.0,19.0,9.0,7.0,7.0,9.0
Acceleration,Ground Speed,3110,Wario,Cat Cruiser,Off-Road,Cloud Glider,14.0,10.0,13.0,11.0,10.0,15.0,17.0,16.0,16.0,7.0,4.0,7.0,9.0
Acceleration,Ground Speed,3111,Wario,Cat Cruiser,Off-Road,Peach Parasol,15.0,10.0,14.0,10.0,10.0,15.0,16.0,16.0,16.0,7.0,5.0,6.0,9.0
Acceleration,Ground Speed,3126,Wario,Landship,Off-Road,Super Glider,13.0,10.0,9.0,14.0,9.0,15.0,20.0,12.0,15.0,7.0,7.0,6.0,7.0
