,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling,Character,Kart,Wheel,Glider
4998,3.0,16.0,8.0,11.0,17.0,5.0,8.0,4.0,9.0,17.0,15.0,17.0,17.0,Baby Rosalina,Standard Kart,Roller,Super Glider
4853,3.0,16.0,7.0,16.0,17.0,4.0,9.0,4.0,7.0,18.0,19.0,15.0,18.0,Baby Peach,Landship,Standard,Peach Parasol
4908,3.0,16.0,8.0,14.0,17.0,4.0,6.0,6.0,9.0,19.0,18.0,18.0,18.0,Baby Peach,Standard Bike,Roller,Wario Wing
1318,3.0,18.0,6.0,12.0,18.0,5.0,8.0,9.0,8.0,16.0,14.0,17.0,15.0,Toad,Biddybuggy,Button,Cloud Glider
5913,3.0,18.0,5.0,11.0,17.0,6.0,9.0,10.0,9.0,15.0,13.0,16.0,14.0,Cat Peach,Biddybuggy,Button,Cloud Glider
2215,3.0,13.0,4.0,12.0,14.0,9.0,8.0,9.0,10.0,14.0,14.0,18.0,12.0,Koopa Troopa,Blue Falcon,Button,Super Glider
4557,3.0,16.0,7.0,13.0,16.0,6.0,7.0,8.0,9.0,16.0,14.0,17.0,14.0,Baby Mario,Standard Bike,Button,Super Glider
4518,3.0,17.0,5.0,16.0,17.0,5.0,11.0,5.0,8.0,16.0,16.0,14.0,16.0,Baby Mario,Landship,Standard,Cloud Glider
4516,3.0,18.0,7.0,14.0,19.0,3.0,4.0,6.0,8.0,16.0,14.0,15.0,17.0,Baby Mario,Biddybuggy,Sponge,Peach Parasol
4634,3.0,14.0,8.0,12.0,16.0,6.0,7.0,6.0,8.0,17.0,15.0,18.0,16.0,Baby Peach,Standard Kart,Button,Super Glider
4502,3.0,16.0,8.0,10.0,17.0,5.0,6.0,9.0,6.0,18.0,16.0,17.0,18.0,Baby Mario,Biddybuggy,Slim,Cloud Glider
4833,3.0,14.0,9.0,11.0,16.0,5.0,5.0,7.0,6.0,20.0,18.0,19.0,19.0,Baby Peach,Biddybuggy,Slim,Super Glider
2218,3.0,14.0,5.0,11.0,15.0,8.0,7.0,10.0,9.0,14.0,15.0,17.0,13.0,Koopa Troopa,Blue Falcon,Button,Peach Parasol
4836,3.0,15.0,10.0,10.0,17.0,4.0,4.0,8.0,5.0,20.0,19.0,18.0,20.0,Baby Peach,Biddybuggy,Slim,Peach Parasol
4896,3.0,12.0,7.0,12.0,16.0,6.0,5.0,6.0,9.0,16.0,13.0,16.0,17.0,Baby Peach,Sneeker,Sponge,Cloud Glider
4669,3.0,16.0,9.0,12.0,17.0,4.0,6.0,5.0,6.0,19.0,18.0,18.0,15.0,Baby Peach,Pipe Frame,Button,Wario Wing
4983,3.0,13.0,9.0,16.0,16.0,4.0,8.0,7.0,7.0,18.0,17.0,18.0,17.0,Baby Peach,Tanooki Kart,Button,Cloud Glider
1524,3.0,19.0,8.0,11.0,18.0,4.0,10.0,5.0,8.0,17.0,15.0,16.0,15.0,Toadette,Pipe Frame,Roller,Cloud Glider
4969,3.0,14.0,8.0,17.0,17.0,3.0,9.0,5.0,8.0,19.0,18.0,18.0,19.0,Baby Peach,Tanooki Kart,Roller,Cloud Glider
4659,3.0,14.0,11.0,11.0,16.0,5.0,7.0,7.0,5.0,20.0,18.0,18.0,18.0,Baby Peach,Pipe Frame,Slim,Cloud Glider
4507,3.0,18.0,6.0,11.0,18.0,4.0,5.0,7.0,7.0,17.0,16.0,17.0,15.0,Baby Mario,Biddybuggy,Button,Wario Wing
5068,3.0,15.0,8.0,11.0,17.0,5.0,7.0,9.0,8.0,15.0,14.0,18.0,15.0,Baby Rosalina,Mach 8,Button,Cloud Glider
4843,3.0,16.0,8.0,16.0,16.0,4.0,7.0,6.0,4.0,17.0,15.0,18.0,18.0,Baby Peach,Biddybuggy,Off-Road,Cloud Glider
1350,3.0,17.0,5.0,14.0,17.0,6.0,12.0,7.0,9.0,15.0,15.0,14.0,14.0,Toad,Landship,Button,Cloud Glider
4656,3.0,17.0,8.0,13.0,18.0,3.0,7.0,3.0,7.0,20.0,19.0,18.0,17.0,Baby Peach,Pipe Frame,Roller,Wario Wing
2177,3.0,17.0,5.0,15.0,17.0,5.0,9.0,8.0,10.0,17.0,15.0,17.0,17.0,Koopa Troopa,Standard Bike,Roller,Cloud Glider
1426,3.0,15.0,5.0,12.0,16.0,8.0,10.0,9.0,11.0,14.0,14.0,17.0,14.0,Toad,Blue Falcon,Roller,Cloud Glider
2135,3.0,18.0,3.0,15.0,18.0,4.0,11.0,4.0,9.0,17.0,18.0,14.0,17.0,Koopa Troopa,Landship,Roller,Peach Parasol
4647,3.0,16.0,9.0,15.0,17.0,4.0,8.0,5.0,6.0,19.0,17.0,18.0,17.0,Baby Peach,Pipe Frame,Standard,Cloud Glider
2205,3.0,14.0,3.0,13.0,15.0,8.0,9.0,7.0,11.0,15.0,15.0,18.0,14.0,Koopa Troopa,Blue Falcon,Roller,Super Glider
5030,3.0,18.0,9.0,11.0,18.0,3.0,7.0,3.0,7.0,19.0,18.0,17.0,16.0,Baby Rosalina,Pipe Frame,Roller,Wario Wing
4865,3.0,14.0,9.0,12.0,16.0,5.0,8.0,6.0,6.0,19.0,20.0,15.0,19.0,Baby Peach,Landship,Slim,Peach Parasol
1309,3.0,19.0,5.0,13.0,19.0,4.0,9.0,7.0,9.0,17.0,15.0,17.0,17.0,Toad,Biddybuggy,Roller,Cloud Glider
5045,3.0,16.0,10.0,14.0,17.0,4.0,6.0,3.0,8.0,17.0,14.0,16.0,15.0,Baby Rosalina,Pipe Frame,Sponge,Super Glider
4366,3.0,16.0,7.0,11.0,17.0,6.0,8.0,8.0,8.0,15.0,13.0,16.0,15.0,Baby Mario,Standard Kart,Button,Cloud Glider
4933,3.0,13.0,8.0,13.0,15.0,7.0,6.0,8.0,8.0,16.0,17.0,18.0,16.0,Baby Peach,Blue Falcon,Standard,Peach Parasol
4540,3.0,17.0,6.0,16.0,18.0,4.0,8.0,4.0,9.0,15.0,15.0,12.0,16.0,Baby Mario,Landship,Sponge,Peach Parasol
4879,3.0,15.0,7.0,17.0,17.0,4.0,7.0,3.0,9.0,17.0,17.0,14.0,17.0,Baby Peach,Landship,Sponge,Wario Wing
4537,3.0,16.0,5.0,17.0,17.0,5.0,9.0,3.0,10.0,15.0,14.0,13.0,15.0,Baby Mario,Landship,Sponge,Super Glider
4499,3.0,19.0,5.0,12.0,19.0,3.0,6.0,5.0,8.0,18.0,17.0,17.0,17.0,Baby Mario,Biddybuggy,Roller,Wario Wing
5017,3.0,15.0,10.0,13.0,17.0,5.0,6.0,6.0,9.0,15.0,12.0,15.0,17.0,Baby Rosalina,Standard Kart,Sponge,Cloud Glider
5039,3.0,17.0,10.0,10.0,17.0,4.0,6.0,5.0,6.0,18.0,17.0,17.0,14.0,Baby Rosalina,Pipe Frame,Button,Wario Wing
4929,3.0,15.0,10.0,16.0,17.0,4.0,4.0,7.0,9.0,17.0,15.0,16.0,18.0,Baby Peach,Standard Bike,Sponge,Peach Parasol
4675,3.0,15.0,9.0,16.0,17.0,4.0,6.0,3.0,8.0,18.0,15.0,17.0,16.0,Baby Peach,Pipe Frame,Sponge,Super Glider
4637,3.0,15.0,9.0,11.0,17.0,5.0,6.0,7.0,7.0,17.0,16.0,17.0,17.0,Baby Peach,Standard Kart,Button,Peach Parasol
4624,3.0,15.0,7.0,13.0,17.0,5.0,8.0,4.0,9.0,18.0,16.0,18.0,18.0,Baby Peach,Standard Kart,Roller,Super Glider
4926,3.0,14.0,9.0,17.0,16.0,5.0,5.0,6.0,10.0,17.0,14.0,17.0,17.0,Baby Peach,Standard Bike,Sponge,Super Glider
5008,3.0,15.0,9.0,10.0,16.0,6.0,7.0,6.0,8.0,16.0,14.0,17.0,15.0,Baby Rosalina,Standard Kart,Button,Super Glider
4920,3.0,15.0,9.0,13.0,16.0,5.0,5.0,8.0,8.0,18.0,17.0,18.0,16.0,Baby Peach,Standard Bike,Button,Wario Wing
4930,3.0,12.0,7.0,14.0,14.0,8.0,7.0,7.0,9.0,16.0,16.0,19.0,15.0,Baby Peach,Blue Falcon,Standard,Super Glider
4530,3.0,15.0,7.0,12.0,16.0,6.0,10.0,7.0,7.0,17.0,17.0,14.0,17.0,Baby Mario,Landship,Slim,Cloud Glider
4942,3.0,10.0,9.0,10.0,13.0,9.0,6.0,9.0,8.0,17.0,17.0,19.0,16.0,Baby Peach,Blue Falcon,Slim,Super Glider
2187,3.0,16.0,6.0,14.0,16.0,6.0,8.0,10.0,9.0,16.0,14.0,17.0,15.0,Koopa Troopa,Standard Bike,Button,Cloud Glider
5011,3.0,16.0,10.0,9.0,17.0,5.0,6.0,7.0,7.0,16.0,15.0,16.0,16.0,Baby Rosalina,Standard Kart,Button,Peach Parasol
2145,3.0,17.0,4.0,14.0,17.0,5.0,10.0,6.0,8.0,16.0,17.0,14.0,15.0,Koopa Troopa,Landship,Button,Peach Parasol
4627,3.0,16.0,8.0,12.0,18.0,4.0,7.0,5.0,8.0,18.0,17.0,17.0,19.0,Baby Peach,Standard Kart,Roller,Peach Parasol
1537,3.0,18.0,9.0,10.0,17.0,5.0,9.0,7.0,7.0,16.0,14.0,16.0,13.0,Toadette,Pipe Frame,Button,Cloud Glider
4643,3.0,14.0,9.0,15.0,17.0,5.0,6.0,6.0,9.0,16.0,13.0,16.0,18.0,Baby Peach,Standard Kart,Sponge,Cloud Glider
4552,3.0,18.0,7.0,13.0,18.0,4.0,7.0,7.0,9.0,17.0,16.0,16.0,17.0,Baby Mario,Standard Bike,Roller,Peach Parasol
4527,3.0,18.0,4.0,14.0,18.0,4.0,10.0,3.0,9.0,17.0,18.0,14.0,16.0,Baby Mario,Landship,Roller,Wario Wing
4911,3.0,13.0,11.0,12.0,15.0,6.0,6.0,10.0,7.0,19.0,17.0,18.0,19.0,Baby Peach,Standard Bike,Slim,Cloud Glider
4549,3.0,17.0,6.0,14.0,17.0,5.0,8.0,6.0,10.0,17.0,15.0,17.0,16.0,Baby Mario,Standard Bike,Roller,Super Glider
5048,3.0,17.0,11.0,13.0,18.0,3.0,5.0,4.0,7.0,17.0,15.0,15.0,16.0,Baby Rosalina,Pipe Frame,Sponge,Peach Parasol
2151,3.0,16.0,4.0,18.0,17.0,5.0,10.0,5.0,10.0,15.0,14.0,13.0,16.0,Koopa Troopa,Landship,Sponge,Cloud Glider
4884,3.0,13.0,5.0,10.0,16.0,6.0,7.0,4.0,9.0,18.0,16.0,18.0,17.0,Baby Peach,Sneeker,Roller,Super Glider
5033,3.0,15.0,12.0,9.0,16.0,5.0,7.0,7.0,5.0,19.0,17.0,17.0,17.0,Baby Rosalina,Pipe Frame,Slim,Cloud Glider
4490,3.0,18.0,6.0,14.0,18.0,4.0,7.0,7.0,7.0,17.0,15.0,17.0,17.0,Baby Mario,Biddybuggy,Standard,Cloud Glider
4945,3.0,11.0,10.0,9.0,14.0,8.0,5.0,10.0,7.0,17.0,18.0,18.0,17.0,Baby Peach,Blue Falcon,Slim,Peach Parasol
5001,3.0,17.0,9.0,10.0,18.0,4.0,7.0,5.0,8.0,17.0,16.0,16.0,18.0,Baby Rosalina,Standard Kart,Roller,Peach Parasol
4899,3.0,15.0,9.0,16.0,16.0,5.0,7.0,8.0,8.0,18.0,16.0,18.0,18.0,Baby Peach,Standard Bike,Standard,Cloud Glider
4862,3.0,13.0,8.0,13.0,15.0,6.0,9.0,5.0,7.0,19.0,19.0,16.0,18.0,Baby Peach,Landship,Slim,Super Glider
4358,3.0,17.0,6.0,12.0,18.0,5.0,9.0,6.0,9.0,16.0,14.0,16.0,17.0,Baby Mario,Standard Kart,Roller,Cloud Glider
4513,3.0,17.0,6.0,15.0,18.0,4.0,5.0,5.0,9.0,16.0,13.0,16.0,16.0,Baby Mario,Biddybuggy,Sponge,Super Glider
4701,3.0,14.0,7.0,13.0,17.0,5.0,7.0,9.0,8.0,16.0,15.0,19.0,16.0,Baby Peach,Mach 8,Button,Cloud Glider
4469,3.0,17.0,8.0,11.0,18.0,5.0,7.0,8.0,9.0,16.0,13.0,16.0,16.0,Baby Mario,Cat Cruiser,Button,Cloud Glider
5122,3.0,17.0,11.0,9.0,18.0,4.0,5.0,7.0,8.0,17.0,15.0,16.0,17.0,Baby Rosalina,Cat Cruiser,Button,Peach Parasol
1857,3.0,15.0,6.0,10.0,15.0,8.0,9.0,7.0,11.0,14.0,14.0,17.0,13.0,Toadette,Blue Falcon,Roller,Super Glider
1860,3.0,16.0,7.0,9.0,16.0,7.0,8.0,8.0,10.0,14.0,15.0,16.0,14.0,Toadette,Blue Falcon,Roller,Peach Parasol
5941,3.0,17.0,4.0,13.0,16.0,7.0,13.0,8.0,10.0,14.0,14.0,13.0,13.0,Cat Peach,Landship,Button,Cloud Glider
5113,3.0,18.0,10.0,10.0,19.0,3.0,6.0,5.0,9.0,18.0,16.0,16.0,19.0,Baby Rosalina,Cat Cruiser,Roller,Peach Parasol
1758,3.0,18.0,8.0,13.0,18.0,4.0,6.0,7.0,9.0,15.0,12.0,15.0,16.0,Toadette,Biddybuggy,Sponge,Cloud Glider
5110,3.0,17.0,9.0,11.0,18.0,4.0,7.0,4.0,10.0,18.0,15.0,17.0,18.0,Baby Rosalina,Cat Cruiser,Roller,Super Glider
1752,3.0,19.0,8.0,9.0,18.0,4.0,6.0,8.0,7.0,16.0,15.0,16.0,15.0,Toadette,Biddybuggy,Button,Peach Parasol
5250,3.0,16.0,10.0,11.0,16.0,5.0,5.0,8.0,8.0,17.0,16.0,17.0,15.0,Baby Rosalina,Standard Bike,Button,Wario Wing
1749,3.0,18.0,7.0,10.0,17.0,5.0,7.0,7.0,8.0,16.0,14.0,17.0,14.0,Toadette,Biddybuggy,Button,Super Glider
4396,3.0,18.0,8.0,11.0,18.0,4.0,7.0,6.0,6.0,17.0,16.0,16.0,14.0,Baby Mario,Pipe Frame,Button,Peach Parasol
1743,3.0,20.0,7.0,10.0,19.0,3.0,7.0,6.0,8.0,17.0,16.0,16.0,17.0,Toadette,Biddybuggy,Roller,Peach Parasol
5204,3.0,15.0,10.0,10.0,16.0,5.0,8.0,6.0,6.0,18.0,19.0,14.0,18.0,Baby Rosalina,Landship,Slim,Peach Parasol
5151,3.0,13.0,8.0,8.0,15.0,7.0,6.0,7.0,8.0,16.0,16.0,15.0,15.0,Baby Rosalina,Prancer,Button,Wario Wing
1740,3.0,19.0,6.0,11.0,18.0,4.0,8.0,5.0,9.0,17.0,15.0,17.0,16.0,Toadette,Biddybuggy,Roller,Super Glider
1871,3.0,14.0,7.0,9.0,14.0,9.0,8.0,9.0,10.0,13.0,13.0,17.0,11.0,Toadette,Blue Falcon,Button,Super Glider
5259,3.0,16.0,11.0,14.0,17.0,4.0,4.0,7.0,9.0,16.0,14.0,15.0,17.0,Baby Rosalina,Standard Bike,Sponge,Peach Parasol
5157,3.0,12.0,8.0,12.0,15.0,7.0,6.0,5.0,10.0,15.0,13.0,14.0,16.0,Baby Rosalina,Prancer,Sponge,Super Glider
4393,3.0,17.0,7.0,12.0,17.0,5.0,8.0,5.0,7.0,17.0,15.0,17.0,13.0,Baby Mario,Pipe Frame,Button,Super Glider
1874,3.0,15.0,8.0,8.0,15.0,8.0,7.0,10.0,9.0,13.0,14.0,16.0,12.0,Toadette,Blue Falcon,Button,Peach Parasol
5213,3.0,16.0,8.0,15.0,17.0,4.0,7.0,3.0,9.0,16.0,16.0,13.0,16.0,Baby Rosalina,Landship,Sponge,Wario Wing
5260,3.0,13.0,8.0,12.0,14.0,8.0,7.0,7.0,9.0,15.0,15.0,18.0,14.0,Baby Rosalina,Blue Falcon,Standard,Super Glider
2077,3.0,14.0,3.0,12.0,16.0,7.0,10.0,7.0,10.0,16.0,15.0,15.0,17.0,Koopa Troopa,Prancer,Roller,Cloud Glider
1721,3.0,14.0,7.0,8.0,15.0,8.0,9.0,9.0,9.0,14.0,13.0,14.0,14.0,Toadette,Prancer,Button,Cloud Glider
5263,3.0,14.0,9.0,11.0,15.0,7.0,6.0,8.0,8.0,15.0,16.0,17.0,15.0,Baby Rosalina,Blue Falcon,Standard,Peach Parasol
2104,3.0,18.0,3.0,14.0,18.0,4.0,8.0,5.0,9.0,18.0,16.0,18.0,17.0,Koopa Troopa,Biddybuggy,Roller,Super Glider
5160,3.0,13.0,9.0,11.0,16.0,6.0,5.0,6.0,9.0,15.0,14.0,13.0,17.0,Baby Rosalina,Prancer,Sponge,Peach Parasol
5256,3.0,15.0,10.0,15.0,16.0,5.0,5.0,6.0,10.0,16.0,13.0,16.0,16.0,Baby Rosalina,Standard Bike,Sponge,Super Glider
5243,3.0,14.0,12.0,10.0,15.0,6.0,6.0,10.0,7.0,18.0,16.0,17.0,18.0,Baby Rosalina,Standard Bike,Slim,Cloud Glider
5995,3.0,14.0,5.0,10.0,14.0,10.0,10.0,12.0,11.0,12.0,12.0,16.0,11.0,Cat Peach,Blue Falcon,Button,Cloud Glider
1769,3.0,18.0,5.0,13.0,17.0,5.0,12.0,3.0,10.0,16.0,16.0,14.0,15.0,Toadette,Landship,Roller,Super Glider
1826,3.0,18.0,8.0,12.0,17.0,5.0,9.0,8.0,10.0,16.0,14.0,16.0,16.0,Toadette,Standard Bike,Roller,Cloud Glider
5218,3.0,14.0,6.0,8.0,16.0,6.0,7.0,4.0,9.0,17.0,15.0,17.0,16.0,Baby Rosalina,Sneeker,Roller,Super Glider
5138,3.0,13.0,8.0,11.0,15.0,7.0,8.0,7.0,8.0,16.0,15.0,15.0,17.0,Baby Rosalina,Prancer,Standard,Cloud Glider
5224,3.0,13.0,7.0,7.0,15.0,7.0,6.0,6.0,8.0,16.0,14.0,17.0,14.0,Baby Rosalina,Sneeker,Button,Super Glider
5128,3.0,16.0,11.0,13.0,18.0,4.0,5.0,6.0,10.0,16.0,12.0,15.0,18.0,Baby Rosalina,Cat Cruiser,Sponge,Cloud Glider
1838,3.0,17.0,9.0,11.0,16.0,6.0,8.0,10.0,9.0,15.0,13.0,16.0,14.0,Toadette,Standard Bike,Button,Cloud Glider
4753,3.0,17.0,9.0,12.0,19.0,3.0,6.0,5.0,9.0,19.0,17.0,17.0,20.0,Baby Peach,Cat Cruiser,Roller,Peach Parasol
4578,3.0,12.0,8.0,9.0,14.0,9.0,7.0,11.0,8.0,15.0,15.0,17.0,15.0,Baby Mario,Blue Falcon,Slim,Cloud Glider
4402,3.0,17.0,8.0,15.0,18.0,4.0,7.0,5.0,8.0,16.0,13.0,15.0,15.0,Baby Mario,Pipe Frame,Sponge,Cloud Glider
5987,3.0,15.0,4.0,11.0,15.0,9.0,11.0,10.0,12.0,13.0,13.0,16.0,13.0,Cat Peach,Blue Falcon,Roller,Cloud Glider
5143,3.0,14.0,7.0,9.0,16.0,6.0,7.0,5.0,9.0,17.0,17.0,15.0,17.0,Baby Rosalina,Prancer,Roller,Wario Wing
5228,3.0,13.0,8.0,10.0,16.0,6.0,5.0,6.0,9.0,15.0,12.0,15.0,16.0,Baby Rosalina,Sneeker,Sponge,Cloud Glider
1790,3.0,17.0,7.0,15.0,17.0,5.0,10.0,5.0,10.0,14.0,13.0,12.0,15.0,Toadette,Landship,Sponge,Cloud Glider
4761,3.0,15.0,9.0,12.0,17.0,5.0,6.0,6.0,9.0,18.0,15.0,18.0,17.0,Baby Peach,Cat Cruiser,Button,Super Glider
5146,3.0,11.0,10.0,7.0,14.0,8.0,7.0,9.0,7.0,17.0,16.0,15.0,18.0,Baby Rosalina,Prancer,Slim,Cloud Glider
4750,3.0,16.0,8.0,13.0,18.0,4.0,7.0,4.0,10.0,19.0,16.0,18.0,19.0,Baby Peach,Cat Cruiser,Roller,Super Glider
5231,3.0,16.0,10.0,14.0,16.0,5.0,7.0,8.0,8.0,17.0,15.0,17.0,17.0,Baby Rosalina,Standard Bike,Standard,Cloud Glider
4764,3.0,16.0,10.0,11.0,18.0,4.0,5.0,7.0,8.0,18.0,16.0,17.0,18.0,Baby Peach,Cat Cruiser,Button,Peach Parasol
1784,3.0,18.0,7.0,11.0,17.0,5.0,10.0,6.0,8.0,15.0,16.0,13.0,14.0,Toadette,Landship,Button,Peach Parasol
2132,3.0,17.0,2.0,16.0,17.0,5.0,12.0,3.0,10.0,17.0,17.0,15.0,16.0,Koopa Troopa,Landship,Roller,Super Glider
1781,3.0,17.0,6.0,12.0,16.0,6.0,11.0,5.0,9.0,15.0,15.0,14.0,13.0,Toadette,Landship,Button,Super Glider
5240,3.0,17.0,9.0,12.0,17.0,4.0,6.0,6.0,9.0,18.0,17.0,17.0,17.0,Baby Rosalina,Standard Bike,Roller,Wario Wing
4688,3.0,15.0,6.0,14.0,18.0,4.0,8.0,7.0,9.0,17.0,16.0,19.0,18.0,Baby Peach,Mach 8,Roller,Cloud Glider
4770,3.0,15.0,10.0,15.0,18.0,4.0,5.0,6.0,10.0,17.0,13.0,16.0,19.0,Baby Peach,Cat Cruiser,Sponge,Cloud Glider
1772,3.0,19.0,6.0,12.0,18.0,4.0,11.0,4.0,9.0,16.0,17.0,13.0,16.0,Toadette,Landship,Roller,Peach Parasol
5119,3.0,16.0,10.0,10.0,17.0,5.0,6.0,6.0,9.0,17.0,14.0,17.0,16.0,Baby Rosalina,Cat Cruiser,Button,Super Glider
5208,3.0,16.0,8.0,16.0,15.0,5.0,11.0,4.0,5.0,15.0,15.0,14.0,16.0,Baby Rosalina,Landship,Off-Road,Cloud Glider
1707,3.0,15.0,6.0,9.0,16.0,7.0,10.0,7.0,10.0,15.0,14.0,14.0,16.0,Toadette,Prancer,Roller,Cloud Glider
5268,3.0,11.0,10.0,8.0,13.0,9.0,6.0,9.0,8.0,16.0,16.0,18.0,15.0,Baby Rosalina,Blue Falcon,Slim,Super Glider
2085,3.0,13.0,4.0,11.0,15.0,8.0,9.0,9.0,9.0,15.0,14.0,15.0,15.0,Koopa Troopa,Prancer,Button,Cloud Glider
4583,3.0,14.0,6.0,10.0,15.0,8.0,6.0,9.0,9.0,14.0,15.0,17.0,12.0,Baby Mario,Blue Falcon,Button,Wario Wing
4824,3.0,17.0,8.0,14.0,18.0,3.0,5.0,6.0,6.0,19.0,18.0,18.0,19.0,Baby Peach,Biddybuggy,Standard,Peach Parasol
4806,3.0,10.0,9.0,9.0,14.0,8.0,7.0,9.0,7.0,18.0,17.0,16.0,19.0,Baby Peach,Prancer,Slim,Cloud Glider
4388,3.0,19.0,7.0,12.0,19.0,3.0,8.0,4.0,7.0,18.0,17.0,16.0,16.0,Baby Mario,Pipe Frame,Roller,Peach Parasol
4817,3.0,11.0,7.0,14.0,15.0,7.0,6.0,5.0,10.0,16.0,14.0,15.0,17.0,Baby Peach,Prancer,Sponge,Super Glider
4821,3.0,16.0,7.0,15.0,17.0,4.0,6.0,5.0,7.0,19.0,17.0,19.0,18.0,Baby Peach,Biddybuggy,Standard,Super Glider
1958,3.0,17.0,6.0,13.0,17.0,5.0,9.0,7.0,7.0,17.0,15.0,17.0,14.0,Koopa Troopa,Pipe Frame,Button,Cloud Glider
5182,3.0,17.0,9.0,14.0,16.0,4.0,7.0,6.0,4.0,16.0,14.0,17.0,17.0,Baby Rosalina,Biddybuggy,Off-Road,Cloud Glider
4566,3.0,16.0,8.0,16.0,17.0,5.0,6.0,8.0,10.0,15.0,12.0,15.0,16.0,Baby Mario,Standard Bike,Sponge,Cloud Glider
5189,3.0,16.0,7.0,15.0,16.0,5.0,10.0,3.0,8.0,17.0,17.0,15.0,16.0,Baby Rosalina,Landship,Standard,Super Glider
5291,3.0,15.0,9.0,15.0,17.0,3.0,9.0,5.0,8.0,18.0,17.0,17.0,18.0,Baby Rosalina,Tanooki Kart,Roller,Cloud Glider
4570,3.0,14.0,6.0,13.0,15.0,8.0,8.0,9.0,9.0,14.0,14.0,17.0,14.0,Baby Mario,Blue Falcon,Standard,Cloud Glider
4811,3.0,12.0,7.0,10.0,15.0,7.0,6.0,7.0,8.0,17.0,17.0,16.0,16.0,Baby Peach,Prancer,Button,Wario Wing
5176,3.0,16.0,11.0,8.0,17.0,4.0,4.0,8.0,5.0,19.0,18.0,17.0,19.0,Baby Rosalina,Biddybuggy,Slim,Peach Parasol
4385,3.0,18.0,6.0,13.0,18.0,4.0,9.0,3.0,8.0,18.0,16.0,17.0,15.0,Baby Mario,Pipe Frame,Roller,Super Glider
1948,3.0,18.0,5.0,14.0,18.0,4.0,10.0,5.0,8.0,18.0,16.0,17.0,16.0,Koopa Troopa,Pipe Frame,Roller,Cloud Glider
5187,3.0,17.0,9.0,13.0,18.0,3.0,3.0,5.0,8.0,17.0,15.0,16.0,17.0,Baby Rosalina,Biddybuggy,Sponge,Wario Wing
5279,3.0,13.0,9.0,13.0,13.0,8.0,8.0,8.0,6.0,13.0,13.0,17.0,14.0,Baby Rosalina,Blue Falcon,Off-Road,Cloud Glider
2115,3.0,18.0,5.0,12.0,18.0,4.0,6.0,8.0,7.0,17.0,16.0,17.0,16.0,Koopa Troopa,Biddybuggy,Button,Peach Parasol
4575,3.0,15.0,5.0,11.0,16.0,7.0,7.0,7.0,10.0,15.0,16.0,17.0,14.0,Baby Mario,Blue Falcon,Roller,Wario Wing
5201,3.0,14.0,9.0,11.0,15.0,6.0,9.0,5.0,7.0,18.0,18.0,15.0,17.0,Baby Rosalina,Landship,Slim,Super Glider
5271,3.0,12.0,11.0,7.0,14.0,8.0,5.0,10.0,7.0,16.0,17.0,17.0,16.0,Baby Rosalina,Blue Falcon,Slim,Peach Parasol
4560,3.0,17.0,8.0,12.0,17.0,5.0,6.0,9.0,8.0,16.0,15.0,16.0,15.0,Baby Mario,Standard Bike,Button,Peach Parasol
5161,3.0,17.0,8.0,13.0,17.0,4.0,6.0,5.0,7.0,18.0,16.0,18.0,17.0,Baby Rosalina,Biddybuggy,Standard,Super Glider
5301,3.0,14.0,10.0,14.0,16.0,4.0,8.0,7.0,7.0,17.0,16.0,17.0,16.0,Baby Rosalina,Tanooki Kart,Button,Cloud Glider
4678,3.0,16.0,10.0,15.0,18.0,3.0,5.0,4.0,7.0,18.0,16.0,16.0,17.0,Baby Peach,Pipe Frame,Sponge,Peach Parasol
5173,3.0,15.0,10.0,9.0,16.0,5.0,5.0,7.0,6.0,19.0,17.0,18.0,18.0,Baby Rosalina,Biddybuggy,Slim,Super Glider
4803,3.0,13.0,6.0,11.0,16.0,6.0,7.0,5.0,9.0,18.0,18.0,16.0,18.0,Baby Peach,Prancer,Roller,Wario Wing
2112,3.0,17.0,4.0,13.0,17.0,5.0,7.0,7.0,8.0,17.0,15.0,18.0,15.0,Koopa Troopa,Biddybuggy,Button,Super Glider
4798,3.0,12.0,7.0,13.0,15.0,7.0,8.0,7.0,8.0,17.0,16.0,16.0,18.0,Baby Peach,Prancer,Standard,Cloud Glider
4820,3.0,12.0,8.0,13.0,16.0,6.0,5.0,6.0,9.0,16.0,15.0,14.0,18.0,Baby Peach,Prancer,Sponge,Peach Parasol
4461,3.0,18.0,7.0,12.0,19.0,4.0,8.0,6.0,10.0,17.0,14.0,16.0,18.0,Baby Mario,Cat Cruiser,Roller,Cloud Glider
5933,3.0,18.0,3.0,14.0,17.0,6.0,14.0,6.0,11.0,15.0,15.0,13.0,15.0,Cat Peach,Landship,Roller,Cloud Glider
5164,3.0,18.0,9.0,12.0,18.0,3.0,5.0,6.0,6.0,18.0,17.0,17.0,18.0,Baby Rosalina,Biddybuggy,Standard,Peach Parasol
5192,3.0,17.0,8.0,14.0,17.0,4.0,9.0,4.0,7.0,17.0,18.0,14.0,17.0,Baby Rosalina,Landship,Standard,Peach Parasol
2121,3.0,17.0,5.0,16.0,18.0,4.0,6.0,7.0,9.0,16.0,13.0,16.0,17.0,Koopa Troopa,Biddybuggy,Sponge,Cloud Glider
