Coord1,Coord2,Coord3,Ind,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Weight,Acceleration,Ground Handling,21,7.0,13.0,,,,,,,,18.0,,,
Weight,Acceleration,Ground Handling,10,7.0,16.0,,,,,,,,16.0,,,
Weight,Acceleration,Ground Handling,53,7.0,9.0,,,,,,,,19.0,,,
Weight,Acceleration,Ground Handling,7,7.0,17.0,,,,,,,,15.0,,,
Weight,Acceleration,Ground Handling,18,7.0,15.0,,,,,,,,17.0,,,
Weight,Acceleration,Ground Handling,13,8.0,13.0,,,,,,,,17.0,,,
Weight,Acceleration,Ground Handling,9,8.0,15.0,,,,,,,,16.0,,,
Weight,Acceleration,Ground Handling,3,8.0,16.0,,,,,,,,15.0,,,
Weight,Acceleration,Ground Handling,14,9.0,12.0,,,,,,,,16.0,,,
Weight,Acceleration,Ground Handling,24,9.0,9.0,,,,,,,,17.0,,,
Weight,Acceleration,Ground Handling,2,9.0,15.0,,,,,,,,15.0,,,
Weight,Acceleration,Ground Handling,16,10.0,9.0,,,,,,,,16.0,,,
Weight,Acceleration,Ground Handling,5,10.0,12.0,,,,,,,,15.0,,,
Weight,Acceleration,Ground Handling,1,10.0,14.0,,,,,,,,14.0,,,
Weight,Acceleration,Ground Handling,40,11.0,16.0,,,,,,,,13.0,,,
Weight,Acceleration,Ground Handling,0,11.0,13.0,,,,,,,,14.0,,,
Weight,Acceleration,Ground Handling,4,11.0,11.0,,,,,,,,15.0,,,
Weight,Acceleration,Ground Handling,6,12.0,10.0,,,,,,,,14.0,,,
Weight,Acceleration,Ground Handling,29,12.0,15.0,,,,,,,,13.0,,,
Weight,Acceleration,Ground Handling,28,13.0,14.0,,,,,,,,13.0,,,
Weight,Acceleration,Ground Handling,8,13.0,7.0,,,,,,,,14.0,,,
Weight,Acceleration,Ground Handling,26,14.0,13.0,,,,,,,,12.0,,,
Weight,Acceleration,Ground Handling,31,14.0,11.0,,,,,,,,13.0,,,
Weight,Acceleration,Ground Handling,30,15.0,10.0,,,,,,,,13.0,,,
Weight,Acceleration,Ground Handling,25,15.0,12.0,,,,,,,,12.0,,,
Weight,Acceleration,Ground Handling,36,16.0,11.0,,,,,,,,11.0,,,
Weight,Acceleration,Ground Handling,38,16.0,9.0,,,,,,,,12.0,,,
Weight,Acceleration,Ground Handling,32,17.0,8.0,,,,,,,,11.0,,,
Weight,Acceleration,Ground Handling,42,17.0,6.0,,,,,,,,12.0,,,
Weight,Acceleration,Ground Handling,27,17.0,10.0,,,,,,,,9.0,,,
Weight,Acceleration,Ground Handling,39,18.0,7.0,,,,,,,,10.0,,,
Weight,Acceleration,Ground Handling,37,18.0,9.0,,,,,,,,8.0,,,
Weight,Acceleration,Ground Handling,33,19.0,7.0,,,,,,,,6.0,,,
Weight,Acceleration,Ground Handling,41,19.0,6.0,,,,,,,,8.0,,,
Weight,Acceleration,Ground Handling,43,19.0,4.0,,,,,,,,10.0,,,
Weight,Acceleration,Ground Handling,34,20.0,5.0,,,,,,,,5.0,,,
Weight,Acceleration,Ground Handling,35,20.0,3.0,,,,,,,,7.0,,,
Weight,Acceleration,Water Handling,78,1.0,20.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,74,1.0,18.0,,,,,,,,,20.0,,
Weight,Acceleration,Water Handling,71,1.0,19.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,61,2.0,19.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,60,2.0,20.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,73,2.0,17.0,,,,,,,,,20.0,,
Weight,Acceleration,Water Handling,64,2.0,18.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,24,3.0,20.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,75,3.0,14.0,,,,,,,,,20.0,,
Weight,Acceleration,Water Handling,63,3.0,17.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,25,3.0,19.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,34,3.0,18.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,19,4.0,19.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,33,4.0,17.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,72,4.0,15.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,22,4.0,18.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,21,5.0,17.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,68,5.0,13.0,,,,,,,,,20.0,,
Weight,Acceleration,Water Handling,62,5.0,15.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,77,5.0,14.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,13,5.0,18.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,32,6.0,15.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,67,6.0,12.0,,,,,,,,,20.0,,
Weight,Acceleration,Water Handling,80,6.0,18.0,,,,,,,,,14.0,,
Weight,Acceleration,Water Handling,12,6.0,17.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,76,6.0,13.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,59,6.0,14.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,20,7.0,15.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,28,7.0,13.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,66,7.0,11.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,70,7.0,9.0,,,,,,,,,20.0,,
Weight,Acceleration,Water Handling,11,7.0,16.0,,,,,,,,,15.0,,
Weight,Acceleration,Water Handling,8,7.0,17.0,,,,,,,,,14.0,,
Weight,Acceleration,Water Handling,23,7.0,14.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,17,8.0,13.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,69,8.0,8.0,,,,,,,,,20.0,,
Weight,Acceleration,Water Handling,27,8.0,12.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,65,8.0,10.0,,,,,,,,,19.0,,
Weight,Acceleration,Water Handling,10,8.0,15.0,,,,,,,,,15.0,,
Weight,Acceleration,Water Handling,1,8.0,16.0,,,,,,,,,14.0,,
Weight,Acceleration,Water Handling,0,9.0,15.0,,,,,,,,,14.0,,
Weight,Acceleration,Water Handling,30,9.0,9.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,16,9.0,12.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,29,10.0,8.0,,,,,,,,,18.0,,
Weight,Acceleration,Water Handling,26,10.0,10.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,79,10.0,12.0,,,,,,,,,15.0,,
Weight,Acceleration,Water Handling,15,10.0,11.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,9,10.0,13.0,,,,,,,,,14.0,,
Weight,Acceleration,Water Handling,57,11.0,15.0,,,,,,,,,13.0,,
Weight,Acceleration,Water Handling,18,11.0,8.0,,,,,,,,,17.0,,
Weight,Acceleration,Water Handling,53,11.0,16.0,,,,,,,,,12.0,,
Weight,Acceleration,Water Handling,5,11.0,11.0,,,,,,,,,15.0,,
Weight,Acceleration,Water Handling,14,11.0,10.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,56,12.0,14.0,,,,,,,,,13.0,,
Weight,Acceleration,Water Handling,4,12.0,10.0,,,,,,,,,15.0,,
Weight,Acceleration,Water Handling,31,12.0,6.0,,,,,,,,,16.0,,
Weight,Acceleration,Water Handling,40,12.0,15.0,,,,,,,,,12.0,,
Weight,Acceleration,Water Handling,7,13.0,7.0,,,,,,,,,15.0,,
Weight,Acceleration,Water Handling,58,13.0,11.0,,,,,,,,,13.0,,
Weight,Acceleration,Water Handling,39,13.0,14.0,,,,,,,,,12.0,,
Weight,Acceleration,Water Handling,3,13.0,9.0,,,,,,,,,14.0,,
Weight,Acceleration,Water Handling,6,14.0,6.0,,,,,,,,,15.0,,
Weight,Acceleration,Water Handling,54,14.0,12.0,,,,,,,,,12.0,,
Weight,Acceleration,Water Handling,2,14.0,8.0,,,,,,,,,14.0,,
Weight,Acceleration,Water Handling,36,14.0,13.0,,,,,,,,,11.0,,
Weight,Acceleration,Water Handling,47,15.0,10.0,,,,,,,,,13.0,,
Weight,Acceleration,Water Handling,35,15.0,12.0,,,,,,,,,11.0,,
Weight,Acceleration,Water Handling,38,16.0,11.0,,,,,,,,,9.0,,
Weight,Acceleration,Water Handling,55,16.0,10.0,,,,,,,,,10.0,,
Weight,Acceleration,Water Handling,46,16.0,9.0,,,,,,,,,13.0,,
Weight,Acceleration,Water Handling,49,17.0,6.0,,,,,,,,,13.0,,
Weight,Acceleration,Water Handling,43,17.0,8.0,,,,,,,,,12.0,,
Weight,Acceleration,Water Handling,37,17.0,10.0,,,,,,,,,9.0,,
Weight,Acceleration,Water Handling,52,18.0,9.0,,,,,,,,,7.0,,
Weight,Acceleration,Water Handling,48,18.0,5.0,,,,,,,,,13.0,,
Weight,Acceleration,Water Handling,42,18.0,7.0,,,,,,,,,12.0,,
Weight,Acceleration,Water Handling,51,19.0,4.0,,,,,,,,,11.0,,
Weight,Acceleration,Water Handling,45,19.0,6.0,,,,,,,,,10.0,,
Weight,Acceleration,Water Handling,41,19.0,7.0,,,,,,,,,7.0,,
Weight,Acceleration,Water Handling,50,20.0,3.0,,,,,,,,,11.0,,
Weight,Acceleration,Water Handling,44,20.0,5.0,,,,,,,,,10.0,,
Weight,Acceleration,Anti-gravity Handling,54,0.0,20.0,,,,,,,,,,19.0,
Weight,Acceleration,Anti-gravity Handling,51,0.0,19.0,,,,,,,,,,20.0,
Weight,Acceleration,Anti-gravity Handling,43,1.0,20.0,,,,,,,,,,18.0,
Weight,Acceleration,Anti-gravity Handling,53,1.0,19.0,,,,,,,,,,19.0,
Weight,Acceleration,Anti-gravity Handling,50,1.0,18.0,,,,,,,,,,20.0,
Weight,Acceleration,Anti-gravity Handling,52,2.0,18.0,,,,,,,,,,19.0,
Weight,Acceleration,Anti-gravity Handling,21,2.0,19.0,,,,,,,,,,18.0,
Weight,Acceleration,Anti-gravity Handling,15,2.0,20.0,,,,,,,,,,17.0,
Weight,Acceleration,Anti-gravity Handling,16,3.0,20.0,,,,,,,,,,16.0,
Weight,Acceleration,Anti-gravity Handling,12,3.0,19.0,,,,,,,,,,17.0,
Weight,Acceleration,Anti-gravity Handling,20,3.0,18.0,,,,,,,,,,18.0,
Weight,Acceleration,Anti-gravity Handling,48,3.0,16.0,,,,,,,,,,19.0,
Weight,Acceleration,Anti-gravity Handling,11,4.0,18.0,,,,,,,,,,17.0,
Weight,Acceleration,Anti-gravity Handling,49,4.0,16.0,,,,,,,,,,18.0,
Weight,Acceleration,Anti-gravity Handling,14,4.0,19.0,,,,,,,,,,16.0,
Weight,Acceleration,Anti-gravity Handling,46,4.0,14.0,,,,,,,,,,19.0,
Weight,Acceleration,Anti-gravity Handling,13,5.0,18.0,,,,,,,,,,16.0,
Weight,Acceleration,Anti-gravity Handling,47,5.0,14.0,,,,,,,,,,18.0,
Weight,Acceleration,Anti-gravity Handling,19,5.0,16.0,,,,,,,,,,17.0,
Weight,Acceleration,Anti-gravity Handling,44,6.0,12.0,,,,,,,,,,18.0,
Weight,Acceleration,Anti-gravity Handling,55,6.0,18.0,,,,,,,,,,14.0,
Weight,Acceleration,Anti-gravity Handling,18,6.0,14.0,,,,,,,,,,17.0,
Weight,Acceleration,Anti-gravity Handling,10,6.0,16.0,,,,,,,,,,16.0,
Weight,Acceleration,Anti-gravity Handling,4,6.0,17.0,,,,,,,,,,15.0,
Weight,Acceleration,Anti-gravity Handling,8,7.0,14.0,,,,,,,,,,16.0,
Weight,Acceleration,Anti-gravity Handling,6,7.0,17.0,,,,,,,,,,14.0,
Weight,Acceleration,Anti-gravity Handling,3,7.0,16.0,,,,,,,,,,15.0,
Weight,Acceleration,Anti-gravity Handling,45,7.0,12.0,,,,,,,,,,17.0,
Weight,Acceleration,Anti-gravity Handling,17,8.0,12.0,,,,,,,,,,16.0,
Weight,Acceleration,Anti-gravity Handling,9,8.0,14.0,,,,,,,,,,15.0,
Weight,Acceleration,Anti-gravity Handling,5,8.0,16.0,,,,,,,,,,14.0,
Weight,Acceleration,Anti-gravity Handling,7,9.0,12.0,,,,,,,,,,15.0,
Weight,Acceleration,Anti-gravity Handling,2,9.0,14.0,,,,,,,,,,14.0,
Weight,Acceleration,Anti-gravity Handling,1,10.0,12.0,,,,,,,,,,14.0,
Weight,Acceleration,Anti-gravity Handling,40,10.0,16.0,,,,,,,,,,13.0,
Weight,Acceleration,Anti-gravity Handling,42,11.0,16.0,,,,,,,,,,12.0,
Weight,Acceleration,Anti-gravity Handling,39,11.0,15.0,,,,,,,,,,13.0,
Weight,Acceleration,Anti-gravity Handling,41,12.0,15.0,,,,,,,,,,12.0,
Weight,Acceleration,Anti-gravity Handling,0,12.0,10.0,,,,,,,,,,13.0,
Weight,Acceleration,Anti-gravity Handling,37,13.0,13.0,,,,,,,,,,12.0,
Weight,Acceleration,Anti-gravity Handling,23,13.0,14.0,,,,,,,,,,11.0,
Weight,Acceleration,Anti-gravity Handling,38,14.0,13.0,,,,,,,,,,11.0,
Weight,Acceleration,Anti-gravity Handling,29,14.0,11.0,,,,,,,,,,12.0,
Weight,Acceleration,Anti-gravity Handling,30,15.0,11.0,,,,,,,,,,11.0,
Weight,Acceleration,Anti-gravity Handling,22,15.0,12.0,,,,,,,,,,10.0,
Weight,Acceleration,Anti-gravity Handling,25,16.0,9.0,,,,,,,,,,11.0,
Weight,Acceleration,Anti-gravity Handling,24,16.0,11.0,,,,,,,,,,9.0,
Weight,Acceleration,Anti-gravity Handling,27,16.0,10.0,,,,,,,,,,10.0,
Weight,Acceleration,Anti-gravity Handling,26,17.0,9.0,,,,,,,,,,10.0,
Weight,Acceleration,Anti-gravity Handling,36,17.0,10.0,,,,,,,,,,8.0,
Weight,Acceleration,Anti-gravity Handling,32,18.0,8.0,,,,,,,,,,9.0,
Weight,Acceleration,Anti-gravity Handling,35,18.0,9.0,,,,,,,,,,6.0,
Weight,Acceleration,Anti-gravity Handling,31,19.0,5.0,,,,,,,,,,8.0,
Weight,Acceleration,Anti-gravity Handling,28,19.0,7.0,,,,,,,,,,7.0,
Weight,Acceleration,Anti-gravity Handling,33,20.0,5.0,,,,,,,,,,4.0,
Weight,Acceleration,Anti-gravity Handling,34,20.0,3.0,,,,,,,,,,5.0,
Weight,Acceleration,Air Handling,42,1.0,20.0,,,,,,,,,,,19.0
Weight,Acceleration,Air Handling,40,1.0,19.0,,,,,,,,,,,20.0
Weight,Acceleration,Air Handling,34,2.0,20.0,,,,,,,,,,,18.0
Weight,Acceleration,Air Handling,37,3.0,17.0,,,,,,,,,,,20.0
Weight,Acceleration,Air Handling,41,3.0,18.0,,,,,,,,,,,19.0
Weight,Acceleration,Air Handling,17,3.0,19.0,,,,,,,,,,,18.0
Weight,Acceleration,Air Handling,13,3.0,20.0,,,,,,,,,,,17.0
Weight,Acceleration,Air Handling,32,4.0,18.0,,,,,,,,,,,18.0
Weight,Acceleration,Air Handling,36,4.0,16.0,,,,,,,,,,,19.0
Weight,Acceleration,Air Handling,11,4.0,19.0,,,,,,,,,,,17.0
Weight,Acceleration,Air Handling,35,5.0,15.0,,,,,,,,,,,19.0
Weight,Acceleration,Air Handling,39,5.0,13.0,,,,,,,,,,,20.0
Weight,Acceleration,Air Handling,12,5.0,18.0,,,,,,,,,,,17.0
Weight,Acceleration,Air Handling,15,5.0,17.0,,,,,,,,,,,18.0
Weight,Acceleration,Air Handling,38,6.0,12.0,,,,,,,,,,,19.0
Weight,Acceleration,Air Handling,45,6.0,18.0,,,,,,,,,,,15.0
Weight,Acceleration,Air Handling,8,6.0,17.0,,,,,,,,,,,17.0
Weight,Acceleration,Air Handling,33,6.0,14.0,,,,,,,,,,,18.0
Weight,Acceleration,Air Handling,16,7.0,13.0,,,,,,,,,,,18.0
Weight,Acceleration,Air Handling,7,7.0,16.0,,,,,,,,,,,16.0
Weight,Acceleration,Air Handling,5,7.0,17.0,,,,,,,,,,,15.0
Weight,Acceleration,Air Handling,14,7.0,15.0,,,,,,,,,,,17.0
Weight,Acceleration,Air Handling,10,8.0,13.0,,,,,,,,,,,17.0
Weight,Acceleration,Air Handling,6,8.0,15.0,,,,,,,,,,,16.0
Weight,Acceleration,Air Handling,43,8.0,16.0,,,,,,,,,,,15.0
Weight,Acceleration,Air Handling,9,9.0,12.0,,,,,,,,,,,16.0
Weight,Acceleration,Air Handling,2,9.0,15.0,,,,,,,,,,,15.0
Weight,Acceleration,Air Handling,44,10.0,12.0,,,,,,,,,,,15.0
Weight,Acceleration,Air Handling,1,10.0,14.0,,,,,,,,,,,14.0
Weight,Acceleration,Air Handling,0,11.0,13.0,,,,,,,,,,,14.0
Weight,Acceleration,Air Handling,4,11.0,11.0,,,,,,,,,,,15.0
Weight,Acceleration,Air Handling,29,11.0,16.0,,,,,,,,,,,13.0
Weight,Acceleration,Air Handling,28,12.0,15.0,,,,,,,,,,,12.0
Weight,Acceleration,Air Handling,3,12.0,10.0,,,,,,,,,,,14.0
Weight,Acceleration,Air Handling,25,13.0,14.0,,,,,,,,,,,13.0
Weight,Acceleration,Air Handling,24,14.0,13.0,,,,,,,,,,,12.0
Weight,Acceleration,Air Handling,27,15.0,10.0,,,,,,,,,,,13.0
Weight,Acceleration,Air Handling,21,15.0,12.0,,,,,,,,,,,12.0
Weight,Acceleration,Air Handling,26,16.0,9.0,,,,,,,,,,,12.0
Weight,Acceleration,Air Handling,20,16.0,11.0,,,,,,,,,,,11.0
Weight,Acceleration,Air Handling,31,17.0,6.0,,,,,,,,,,,11.0
Weight,Acceleration,Air Handling,23,17.0,10.0,,,,,,,,,,,10.0
Weight,Acceleration,Air Handling,22,18.0,9.0,,,,,,,,,,,9.0
Weight,Acceleration,Air Handling,30,19.0,6.0,,,,,,,,,,,8.0
Weight,Acceleration,Air Handling,18,19.0,7.0,,,,,,,,,,,7.0
Weight,Acceleration,Air Handling,19,20.0,5.0,,,,,,,,,,,6.0
Weight,On-road Traction,Acceleration,1,3.0,20.0,7.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,0,4.0,19.0,9.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,30,6.0,18.0,10.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,29,7.0,17.0,12.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,12,9.0,16.0,13.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,3,10.0,15.0,15.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,26,11.0,16.0,11.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,7,11.0,14.0,16.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,2,12.0,13.0,17.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,16,12.0,15.0,13.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,4,13.0,12.0,18.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,22,13.0,14.0,14.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,9,13.0,10.0,20.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,15,14.0,13.0,15.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,11,14.0,11.0,19.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,8,14.0,9.0,20.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,17,15.0,12.0,16.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,10,15.0,8.0,20.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,6,15.0,10.0,19.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,14,16.0,5.0,20.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,24,16.0,11.0,17.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,5,16.0,9.0,19.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,21,17.0,10.0,17.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,23,17.0,8.0,18.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,13,17.0,6.0,19.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,28,18.0,5.0,18.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,20,18.0,9.0,17.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,18,19.0,7.0,15.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,27,19.0,6.0,17.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,19,20.0,5.0,14.0,,,,,,,,,,
Weight,On-road Traction,Acceleration,25,20.0,4.0,15.0,,,,,,,,,,
Weight,On-road Traction,Off-road Traction,11,8.0,,11.0,20.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,12,9.0,,12.0,19.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,1,10.0,,9.0,20.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,0,11.0,,11.0,19.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,3,15.0,,20.0,8.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,5,15.0,,17.0,18.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,4,16.0,,20.0,7.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,6,16.0,,18.0,17.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,2,17.0,,19.0,14.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,8,18.0,,16.0,16.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,10,18.0,,18.0,8.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,9,19.0,,17.0,15.0,,,,,,,,,
Weight,On-road Traction,Off-road Traction,7,20.0,,15.0,13.0,,,,,,,,,
Weight,On-road Traction,Mini-Turbo,30,1.0,,7.0,,20.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,27,2.0,,5.0,,20.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,28,3.0,,10.0,,19.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,29,4.0,,12.0,,18.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,26,4.0,,8.0,,19.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,2,5.0,,6.0,,19.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,32,6.0,,10.0,,18.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,1,7.0,,9.0,,18.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,31,8.0,,13.0,,17.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,0,9.0,,11.0,,17.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,12,10.0,,15.0,,16.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,14,11.0,,17.0,,15.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,23,11.0,,11.0,,16.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,13,12.0,,19.0,,13.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,8,12.0,,18.0,,14.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,20,13.0,,14.0,,15.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,6,13.0,,20.0,,12.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,21,14.0,,16.0,,14.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,11,14.0,,18.0,,13.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,5,14.0,,20.0,,11.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,17,15.0,,16.0,,13.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,4,15.0,,19.0,,12.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,7,15.0,,20.0,,9.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,3,16.0,,19.0,,11.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,10,16.0,,20.0,,7.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,9,17.0,,19.0,,9.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,19,17.0,,17.0,,12.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,25,18.0,,18.0,,7.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,18,18.0,,17.0,,11.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,15,19.0,,15.0,,10.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,24,19.0,,17.0,,9.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,22,20.0,,15.0,,6.0,,,,,,,,
Weight,On-road Traction,Mini-Turbo,16,20.0,,14.0,,8.0,,,,,,,,
Weight,On-road Traction,Ground Speed,4,16.0,,19.0,,,19.0,,,,,,,
Weight,On-road Traction,Ground Speed,7,16.0,,20.0,,,16.0,,,,,,,
Weight,On-road Traction,Ground Speed,5,17.0,,18.0,,,19.0,,,,,,,
Weight,On-road Traction,Ground Speed,6,17.0,,19.0,,,14.0,,,,,,,
Weight,On-road Traction,Ground Speed,0,18.0,,15.0,,,20.0,,,,,,,
Weight,On-road Traction,Ground Speed,8,18.0,,17.0,,,18.0,,,,,,,
Weight,On-road Traction,Ground Speed,12,18.0,,18.0,,,15.0,,,,,,,
Weight,On-road Traction,Ground Speed,2,19.0,,14.0,,,20.0,,,,,,,
Weight,On-road Traction,Ground Speed,10,19.0,,16.0,,,18.0,,,,,,,
Weight,On-road Traction,Ground Speed,11,19.0,,17.0,,,13.0,,,,,,,
Weight,On-road Traction,Ground Speed,1,20.0,,13.0,,,18.0,,,,,,,
Weight,On-road Traction,Ground Speed,3,20.0,,11.0,,,20.0,,,,,,,
Weight,On-road Traction,Ground Speed,9,20.0,,15.0,,,16.0,,,,,,,
Weight,On-road Traction,Water Speed,12,15.0,,18.0,,,,18.0,,,,,,
Weight,On-road Traction,Water Speed,10,15.0,,20.0,,,,15.0,,,,,,
Weight,On-road Traction,Water Speed,13,16.0,,19.0,,,,17.0,,,,,,
Weight,On-road Traction,Water Speed,11,16.0,,20.0,,,,13.0,,,,,,
Weight,On-road Traction,Water Speed,7,16.0,,15.0,,,,19.0,,,,,,
Weight,On-road Traction,Water Speed,9,17.0,,19.0,,,,15.0,,,,,,
Weight,On-road Traction,Water Speed,5,17.0,,14.0,,,,19.0,,,,,,
Weight,On-road Traction,Water Speed,8,17.0,,16.0,,,,18.0,,,,,,
Weight,On-road Traction,Water Speed,18,18.0,,18.0,,,,12.0,,,,,,
Weight,On-road Traction,Water Speed,19,18.0,,17.0,,,,16.0,,,,,,
Weight,On-road Traction,Water Speed,2,18.0,,11.0,,,,20.0,,,,,,
Weight,On-road Traction,Water Speed,6,18.0,,15.0,,,,18.0,,,,,,
Weight,On-road Traction,Water Speed,4,19.0,,15.0,,,,16.0,,,,,,
Weight,On-road Traction,Water Speed,3,19.0,,12.0,,,,19.0,,,,,,
Weight,On-road Traction,Water Speed,15,19.0,,14.0,,,,17.0,,,,,,
Weight,On-road Traction,Water Speed,17,19.0,,17.0,,,,14.0,,,,,,
Weight,On-road Traction,Water Speed,1,20.0,,10.0,,,,18.0,,,,,,
Weight,On-road Traction,Water Speed,14,20.0,,14.0,,,,15.0,,,,,,
Weight,On-road Traction,Water Speed,16,20.0,,15.0,,,,12.0,,,,,,
Weight,On-road Traction,Water Speed,0,20.0,,12.0,,,,17.0,,,,,,
Weight,On-road Traction,Anti-gravity Speed,5,16.0,,18.0,,,,,19.0,,,,,
Weight,On-road Traction,Anti-gravity Speed,6,16.0,,19.0,,,,,18.0,,,,,
